human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
GABBR2,gabbr2,12,1,1,92.31
GALR1,galr1a,17,0,0,100.0
GALR1,galr1b,11,5,1,68.75
GALR2,galr2a,17,3,1,85.0
GALR2,galr2b,15,4,2,78.95
GCGR,gcgra,7,3,2,70.0
GCGR,gcgrb,1,3,8,25.0
GHRHR,ghrhra,7,5,3,58.33
GHRHR,ghrhrb,6,5,4,54.55
GHSR,ghsra,16,0,0,100.0
GHSR,ghsrb,15,0,1,100.0
GIPR,gipr,12,1,2,92.31
GPBAR1,gpbar1,8,4,7,66.67
GPER1,gper1,11,1,4,91.67
GPR101,gpr101,8,9,1,47.06
GPR12,gpr12,16,4,1,80.0
GPR132,gpr132a,11,3,4,78.57
GPR132,gpr132b,11,2,5,84.62
GPR135,gpr135,7,7,5,50.0
GPR139,gpr139,19,1,2,95.0
GPR142,gpr142,11,2,0,84.62
GPR146,gpr146,11,5,2,68.75
GPR151,gpr151,11,4,5,73.33
GPR153,gpr153,17,2,2,89.47
GPR156,gpr156,11,3,2,78.57
GPR158,gpr158a,17,3,0,85.0
GPR158,gpr158b,14,4,2,77.78
GPR160,gpr160,3,7,5,30.0
GPR161,gpr161b,16,4,1,80.0
GPR17,gpr17,17,0,1,100.0
GPR171,gpr171,14,5,1,73.68
GPR173,gpr173,16,0,3,100.0
GPR174,gpr174,15,0,4,100.0
GPR176,gpr176,8,7,3,53.33
GPR18,gpr18,12,6,3,66.67
GPR183,gpr183a,12,2,3,85.71
GPR183,gpr183b,13,2,2,86.67
GPR19,gpr19,11,6,1,64.71
GPR20,gpr20,12,6,0,66.67
GPR22,gpr22a,20,1,1,95.24
GPR22,gpr22b,19,2,1,90.48
GPR25,gpr25,9,4,5,69.23
GPR26,gpr26,14,4,2,77.78
GPR27,gpr27,8,3,7,72.73
GPR3,gpr3,7,11,2,38.89
GPR34,gpr34a,14,3,2,82.35
GPR34,gpr34b,16,1,2,94.12
GPR35,gpr35.1,5,6,5,45.45
GPR37,gpr37a,14,0,1,100.0
GPR37,gpr37b,13,1,1,92.86
GPR37L1,gpr37l1a,11,3,4,78.57
GPR37L1,gpr37l1b,13,1,4,92.86
GPR39,gpr39,16,4,0,80.0
GPR4,gpr4,18,0,1,100.0
GPR45,gpr45,13,4,2,76.47
GPR52,gpr52,20,2,0,90.91
GPR55,gpr55a,6,6,4,50.0
GPR6,gpr6,13,4,4,76.47
GPR61,gpr61,15,4,1,78.95
GPR63,gpr63,18,2,1,90.0
GPR65,gpr65,8,6,3,57.14
GPR75,gpr75,16,2,3,88.89
GPR78,gpr78a,13,5,0,72.22
GPR78,gpr78b,12,6,0,66.67
GPR84,gpr84,13,2,2,86.67
GPR85,gpr85,18,0,1,100.0
GPRC5B,gprc5ba,16,8,2,66.67
GPRC5B,gprc5bb,4,7,15,36.36
GPRC5C,gprc5c,20,2,3,90.91
GPRC6A,gprc6a,15,3,4,83.33
GRM1,grm1a,23,1,0,95.83
GRM1,grm1b,21,2,1,91.3
GRM2,grm2a,16,4,0,80.0
GRM2,grm2b,15,4,1,78.95
GRM3,grm3,18,2,0,90.0
GRM4,grm4,23,0,1,100.0
GRM5,grm5a,21,2,2,91.3
GRM5,grm5b,22,2,1,91.67
GRM6,grm6a,16,3,4,84.21
GRM6,grm6b,18,3,2,85.71
GRM8,grm8a,19,1,2,95.0
GRM8,grm8b,20,1,1,95.24
HCAR1,hcar1-1,11,4,2,73.33
HCAR1,hcar1-2,11,3,3,78.57
HCRTR2,hcrtr2,13,1,3,92.86
HRH1,hrh1,0,6,6,0.0
HRH2,hrh2a,13,5,1,72.22
HRH2,hrh2b,9,9,1,50.0
HRH3,hrh3,20,1,1,95.24
HTR1A,htr1aa,18,0,1,100.0
HTR1A,htr1ab,17,1,1,94.44
HTR1B,htr1b,18,1,1,94.74
HTR1D,htr1d,19,1,0,95.0
HTR1F,htr1fa,18,1,1,94.74
HTR1F,htr1fb,17,1,2,94.44
HTR2A,htr2ab,18,1,1,94.74
HTR2B,htr2b,16,2,2,88.89
HTR4,htr4,20,0,0,100.0
HTR5A,htr5aa,20,1,0,95.24
HTR5A,htr5ab,20,1,0,95.24
HTR6,htr6,16,4,0,80.0
HTR7,htr7a,21,0,0,100.0
KISS1R,kiss1ra,10,6,3,62.5
KISS1R,kiss1rb,9,7,3,56.25
LGR4,lgr4,19,0,3,100.0
LGR6,lgr6,8,4,7,66.67
LHCGR,lhcgr,10,5,3,66.67
LPAR1,lpar1,15,1,2,93.75
LPAR2,lpar2a,10,7,1,58.82
LPAR2,lpar2b,13,5,0,72.22
LPAR3,lpar3,11,5,1,68.75
LPAR4,lpar4,13,1,2,92.86
LPAR5,lpar5a,6,7,4,46.15
LPAR5,lpar5b,3,7,7,30.0
LPAR6,lpar6a,16,0,0,100.0
LPAR6,lpar6b,11,3,2,78.57
LTB4R,ltb4r,12,5,3,70.59
LTB4R2,ltb4r2a,13,3,2,81.25
LTB4R2,ltb4r2b,12,4,2,75.0
MC1R,mc1r,11,3,2,78.57
MC2R,mc2r,7,5,5,58.33
MC3R,mc3r,17,1,1,94.44
MC4R,mc4r,13,1,4,92.86
MC5R,mc5ra,17,1,0,94.44
MC5R,mc5rb,15,2,1,88.24
MCHR1,mchr1a,13,3,4,81.25
MCHR1,mchr1b,12,5,3,70.59
MCHR2,mchr2a,13,4,1,76.47
MCHR2,mchr2b,0,2,16,0.0
MLNR,mlnr,8,8,1,50.0
MTNR1A,mtnr1aa,16,2,0,88.89
MTNR1A,mtnr1ab,16,1,1,94.12
MTNR1A,mtnr1al,10,0,8,100.0
MTNR1B,mtnr1ba,17,2,1,89.47
MTNR1B,mtnr1bb,16,2,2,88.89
NMUR1,nmur1a,11,3,2,78.57
NPBWR2,npbwr2a,4,6,7,40.0
NPBWR2,npbwr2b,15,0,2,100.0
NPFFR1,npffr1,12,1,3,92.31
NPFFR1,npffr1l1,12,4,0,75.0
NPFFR1,npffr1l2,14,1,1,93.33
NPFFR1,npffr1l3,14,1,1,93.33
NPFFR2,npffr2a,15,0,0,100.0
NPFFR2,npffr2b,15,0,0,100.0
NPY1R,npy1r,13,3,1,81.25
NPY2R,npy2r,13,4,2,76.47
NPY2R,npy2rl,13,3,3,81.25
NPY4R,npy4r,15,1,5,93.75
NTSR1,ntsr1,17,3,0,85.0
OPN1LW,opn1lw1,23,0,0,100.0
OPN1SW,opn1sw1,18,6,0,75.0
OPN3,opn3,12,8,2,60.0
OPN4,opn4a,19,1,3,95.0
OPN4,opn4b,21,0,2,100.0
OPN5,opn5,15,3,1,83.33
OPRD1,oprd1a,13,2,5,86.67
OPRD1,oprd1b,14,1,5,93.33
OPRK1,oprk1,12,1,3,92.31
OPRL1,oprl1,10,3,2,76.92
OPRM1,oprm1,13,0,1,100.0
OXGR1,oxgr1a.1,15,3,3,83.33
OXGR1,oxgr1a.2,13,4,4,76.47
OXGR1,oxgr1a.3,13,4,4,76.47
OXGR1,oxgr1b,7,1,13,87.5
OXTR,oxtra,14,3,0,82.35
OXTR,oxtrb,14,3,0,82.35
P2RY1,p2ry1,17,2,1,89.47
P2RY10,p2ry10,15,0,2,100.0
P2RY11,p2ry11,10,6,1,62.5
P2RY12,p2ry12,16,0,0,100.0
P2RY13,p2ry13,11,2,6,84.62
P2RY2,p2ry2.1,16,1,2,94.12
P2RY2,p2ry2.2,16,2,1,88.89
P2RY2,p2ry2.3,17,2,0,89.47
P2RY8,p2ry8,17,2,1,89.47
PITPNM3,pitpnm3,0,2,10,0.0
PROKR1,prokr1a,14,1,2,93.33
PROKR1,prokr1b,13,2,2,86.67
PTAFR,ptafr,16,1,3,94.12
PTGER1,ptger1a,13,5,3,72.22
PTGER1,ptger1b,13,6,2,68.42
PTGER1,ptger1c,11,8,2,57.89
PTGER2,ptger2a,9,8,1,52.94
PTGER2,ptger2b,8,9,1,47.06
PTGER3,ptger3,21,1,0,95.45
PTGER4,ptger4a,16,1,1,94.12
PTGER4,ptger4b,16,1,1,94.12
PTGER4,ptger4c,9,8,1,52.94
PTGFR,ptgfr,10,9,1,52.63
PTGIR,ptgir,16,4,1,80.0
PTH1R,pth1r,0,1,11,0.0
PTH2R,pth2ra,12,1,3,92.31
PTH2R,pth2rb,12,1,3,92.31
QRFPR,qrfpra,7,4,4,63.64
QRFPR,qrfprb,13,2,0,86.67
RGR,rgra,15,3,1,83.33
RGR,rgrb,9,8,2,52.94
RHO,rho,21,1,2,95.45
RRH,rrh,17,0,1,100.0
RXFP1,rxfp1,20,2,1,90.91
RXFP2,rxfp2a,18,2,3,90.0
RXFP2,rxfp2b,18,2,3,90.0
RXFP3,rxfp3,15,1,0,93.75
S1PR1,s1pr1,17,0,0,100.0
S1PR2,s1pr2,13,2,3,86.67
S1PR3,s1pr3a,16,1,0,94.12
S1PR4,s1pr4,13,2,0,86.67
S1PR5,s1pr5a,15,3,2,83.33
S1PR5,s1pr5b,15,3,2,83.33
SMO,smo,20,0,2,100.0
SSTR1,sstr1a,14,1,3,93.33
SSTR2,sstr2a,12,2,7,85.71
SSTR2,sstr2b,11,4,6,73.33
SSTR3,sstr3,13,3,0,81.25
SSTR5,sstr5,15,3,1,83.33
TAAR1,taar1b,14,5,1,73.68
TACR1,tacr1a,13,3,2,81.25
TACR1,tacr1b,14,3,1,82.35
TACR2,tacr2,15,1,2,93.75
TACR3,tacr3a,14,4,2,77.78
TACR3,tacr3l,14,3,3,82.35
TBXA2R,tbxa2r,16,2,2,88.89
TRHR,trhra,18,1,0,94.74
TRHR,trhrb,14,1,4,93.33
TSHR,tshr,15,1,0,93.75
VIPR1,vipr1a,0,2,11,0.0
VIPR1,vipr1b,0,5,8,0.0
VIPR2,vipr2,8,4,3,66.67
XCR1,xcr1a.1,11,8,1,57.89
XCR1,xcr1b.1,9,9,2,50.0
XCR1,xcr1b.2,9,5,6,64.29
