human gene,zebrafish gene,actual class,matched,similarity,mismatched,failed alignments,% failed alignments,% identity,% similarity
CXCR5,cxcr5,Class_A,6,9,8,2,10.526315789473685,42.86,64.29

CYSLTR1,cysltr1,Class_A,15,16,2,2,10.0,88.24,94.12

DRD1,drd1a,Class_A,20,20,0,0,0.0,100.0,100.0

DRD1,drd1b,Class_A,20,20,0,0,0.0,100.0,100.0

DRD2,drd2a,Class_A,19,19,0,1,5.0,100.0,100.0

DRD2,drd2b,Class_A,18,18,0,2,10.0,100.0,100.0

DRD3,drd3,Class_A,19,19,0,0,0.0,100.0,100.0

DRD4,drd4a,Class_A,20,21,1,0,0.0,95.24,100.0

DRD4,drd4b,Class_A,21,21,0,0,0.0,100.0,100.0

EDNRA,ednraa,Class_A,15,15,0,1,6.25,100.0,100.0

EDNRA,ednrab,Class_A,13,13,2,1,6.25,86.67,86.67

EDNRB,ednrba,Class_A,17,17,0,1,5.555555555555555,100.0,100.0

EDNRB,ednrbb,Class_A,15,16,1,2,10.526315789473685,93.75,100.0

F2R,f2r,Class_A,11,14,3,3,15.0,78.57,100.0

F2RL1,f2rl1.1,Class_A,12,16,5,0,0.0,70.59,94.12

F2RL1,f2rl1.2,Class_A,13,16,4,0,0.0,76.47,94.12

F2RL2,f2rl2,Class_A,9,12,4,5,23.80952380952381,69.23,92.31

FPR1,fpr1,Class_A,5,7,6,4,23.529411764705884,45.45,63.64

FSHR,fshr,Class_A,16,16,1,0,0.0,94.12,94.12

FZD1,fzd1,Class_F,22,25,3,0,0.0,88.0,100.0

FZD10,fzd10,Class_F,24,25,1,2,7.142857142857143,96.0,100.0

FZD2,fzd2,Class_F,22,24,2,0,0.0,91.67,100.0

FZD3,fzd3a,Class_F,21,23,2,1,3.8461538461538463,91.3,100.0

FZD3,fzd3b,Class_F,20,22,2,2,7.6923076923076925,90.91,100.0

FZD4,fzd4,Class_F,22,25,5,2,6.25,81.48,92.59

FZD5,fzd5,Class_F,20,21,2,3,11.538461538461538,90.91,95.45

FZD6,fzd6,Class_F,20,21,1,5,18.51851851851852,95.24,100.0

FZD7,fzd7a,Class_F,19,22,3,1,3.8461538461538463,86.36,100.0

FZD7,fzd7b,Class_F,20,22,2,1,4.0,90.91,100.0

FZD8,fzd8a,Class_F,25,28,3,1,3.125,89.29,100.0

FZD8,fzd8b,Class_F,22,26,5,2,6.0606060606060606,81.48,96.3

FZD9,fzd9a,Class_F,18,20,3,3,11.538461538461538,85.71,95.24

FZD9,fzd9b,Class_F,20,21,2,2,8.0,90.91,95.45

GABBR1,gabbr1a,Class_C,25,26,1,1,3.5714285714285716,96.15,100.0

GABBR1,gabbr1b,Class_C,17,18,1,9,32.142857142857146,94.44,100.0

GABBR2,gabbr2,Class_C,28,28,0,0,0.0,100.0,100.0

GALR1,galr1a,Class_A,17,17,0,0,0.0,100.0,100.0

GALR1,galr1b,Class_A,11,11,4,2,11.764705882352942,73.33,73.33

GALR2,galr2a,Class_A,17,19,3,1,4.3478260869565215,85.0,95.0

GALR2,galr2b,Class_A,15,16,4,2,9.090909090909092,78.95,84.21

GCGR,gcgra,Class_B1,12,14,4,10,35.714285714285715,75.0,87.5

GCGR,gcgrb,Class_B1,19,21,5,2,7.142857142857143,79.17,87.5

GHRHR,ghrhra,Class_B1,14,20,7,5,15.625,66.67,95.24

GHRHR,ghrhrb,Class_B1,6,11,5,15,48.38709677419355,54.55,100.0

GHSR,ghsra,Class_A,16,16,0,0,0.0,100.0,100.0

GHSR,ghsrb,Class_A,15,15,0,1,6.25,100.0,100.0

GIPR,gipr,Class_B1,21,24,3,2,6.896551724137931,87.5,100.0

GPBAR1,gpbar1,Class_A,7,10,4,8,36.36363636363637,63.64,90.91

GPER1,gper1,Class_A,9,9,0,7,43.75,100.0,100.0

GPR101,gpr101,Class_A,8,13,9,1,4.3478260869565215,47.06,76.47

GPR12,gpr12,Class_A,16,20,4,1,4.0,80.0,100.0

GPR132,gpr132a,Class_A,11,12,3,4,21.05263157894737,78.57,85.71

GPR132,gpr132b,Class_A,11,12,1,6,31.57894736842105,91.67,100.0

GPR135,gpr135,Class_A,7,12,7,5,20.833333333333332,50.0,85.71

GPR139,gpr139,Class_A,18,19,1,3,13.043478260869565,94.74,100.0

GPR142,gpr142,Class_A,9,11,2,2,13.333333333333334,81.82,100.0

GPR146,gpr146,Class_A,11,13,5,2,10.0,68.75,81.25

GPR151,gpr151,Class_A,11,13,4,5,22.727272727272727,73.33,86.67

GPR153,gpr153,Class_A,17,19,2,2,8.695652173913043,89.47,100.0

GPR156,gpr156,Class_A,11,13,3,2,11.11111111111111,78.57,92.86

GPR158,gpr158a,Class_C,16,17,3,1,4.761904761904762,84.21,89.47

GPR158,gpr158b,Class_C,14,16,4,2,9.090909090909092,77.78,88.89

GPR160,gpr160,Class_A,3,4,3,9,56.25,50.0,66.67

GPR161,gpr161b,Class_A,16,17,4,1,4.545454545454546,80.0,85.0

GPR17,gpr17,Class_A,17,17,0,1,5.555555555555555,100.0,100.0

GPR171,gpr171,Class_A,14,17,5,1,4.3478260869565215,73.68,89.47

GPR173,gpr173,Class_A,16,16,0,3,15.789473684210526,100.0,100.0

GPR174,gpr174,Class_A,15,15,0,4,21.05263157894737,100.0,100.0

GPR176,gpr176,Class_A,8,14,6,4,16.666666666666668,57.14,100.0

GPR18,gpr18,Class_A,12,14,5,4,17.391304347826086,70.59,82.35

GPR183,gpr183a,Class_A,12,13,2,3,16.666666666666668,85.71,92.86

GPR183,gpr183b,Class_A,13,13,2,2,11.764705882352942,86.67,86.67

GPR19,gpr19,Class_A,11,14,6,1,4.761904761904762,64.71,82.35

GPR20,gpr20,Class_A,12,15,6,0,0.0,66.67,83.33

GPR22,gpr22a,Class_A,19,20,1,2,8.695652173913043,95.0,100.0

GPR22,gpr22b,Class_A,19,21,2,1,4.166666666666667,90.48,100.0

GPR25,gpr25,Class_A,8,9,2,8,42.10526315789474,80.0,90.0

GPR26,gpr26,Class_A,14,17,4,2,8.695652173913043,77.78,94.44

GPR27,gpr27,Class_A,8,11,3,7,33.333333333333336,72.73,100.0

GPR3,gpr3,Class_A,7,14,11,2,7.407407407407407,38.89,77.78

GPR34,gpr34a,Class_A,14,17,3,2,9.090909090909092,82.35,100.0

GPR34,gpr34b,Class_A,16,17,1,2,10.0,94.12,100.0

GPR35,gpr35.1,Class_A,4,5,3,9,52.94117647058823,57.14,71.43

GPR37,gpr37a,Class_A,14,14,0,1,6.666666666666667,100.0,100.0

GPR37,gpr37b,Class_A,13,13,0,2,13.333333333333334,100.0,100.0

GPR37L1,gpr37l1a,Class_A,9,9,3,6,33.333333333333336,75.0,75.0

GPR37L1,gpr37l1b,Class_A,11,11,1,6,33.333333333333336,91.67,91.67

GPR39,gpr39,Class_A,16,20,4,0,0.0,80.0,100.0

GPR4,gpr4,Class_A,18,18,0,1,5.2631578947368425,100.0,100.0

GPR45,gpr45,Class_A,13,16,4,2,9.090909090909092,76.47,94.12

GPR52,gpr52,Class_A,20,22,2,0,0.0,90.91,100.0

GPR55,gpr55a,Class_A,5,8,6,5,26.31578947368421,45.45,72.73

GPR6,gpr6,Class_A,12,15,3,6,25.0,80.0,100.0

GPR61,gpr61,Class_A,13,16,4,3,13.043478260869565,76.47,94.12

GPR63,gpr63,Class_A,18,19,2,1,4.545454545454546,90.0,95.0

GPR65,gpr65,Class_A,8,13,6,3,13.636363636363637,57.14,92.86

GPR75,gpr75,Class_A,16,17,2,3,13.636363636363637,88.89,94.44

GPR78,gpr78a,Class_A,13,16,5,0,0.0,72.22,88.89

GPR78,gpr78b,Class_A,12,17,6,0,0.0,66.67,94.44

GPR84,gpr84,Class_A,13,15,2,2,10.526315789473685,86.67,100.0

GPR85,gpr85,Class_A,18,18,0,1,5.2631578947368425,100.0,100.0

GPRC5B,gprc5ba,Class_A,16,21,8,2,6.451612903225806,66.67,87.5

GPRC5B,gprc5bb,Class_A,1,1,4,21,80.76923076923077,20.0,20.0

GPRC5C,gprc5c,Class_A,20,21,2,3,11.538461538461538,90.91,95.45

GPRC6A,gprc6a,Class_C,7,8,1,14,60.869565217391305,87.5,100.0

GRM1,grm1a,Class_C,22,22,0,1,4.3478260869565215,100.0,100.0

GRM1,grm1b,Class_C,20,22,2,1,4.0,90.91,100.0

GRM2,grm2a,Class_C,2,3,3,20,76.92307692307692,40.0,60.0

GRM2,grm2b,Class_C,4,4,1,20,80.0,80.0,80.0

GRM3,grm3,Class_C,23,23,0,0,0.0,100.0,100.0

GRM4,grm4,Class_C,8,8,0,15,65.21739130434783,100.0,100.0

GRM5,grm5a,Class_C,20,20,0,1,4.761904761904762,100.0,100.0

GRM5,grm5b,Class_C,20,20,0,1,4.761904761904762,100.0,100.0

GRM6,grm6a,Class_C,9,12,4,8,33.333333333333336,69.23,92.31

GRM6,grm6b,Class_C,17,20,4,0,0.0,80.95,95.24

GRM8,grm8a,Class_C,23,24,1,1,3.8461538461538463,95.83,100.0

GRM8,grm8b,Class_C,23,24,1,1,3.8461538461538463,95.83,100.0

HCAR1,hcar1-1,Class_A,11,12,3,3,16.666666666666668,78.57,85.71

HCAR1,hcar1-2,Class_A,10,11,2,5,27.77777777777778,83.33,91.67

HCRTR2,hcrtr2,Class_A,13,14,1,3,16.666666666666668,92.86,100.0

HRH1,hrh1,Class_A,0,2,3,9,64.28571428571429,0.0,66.67

HRH2,hrh2a,Class_A,13,16,5,1,4.545454545454546,72.22,88.89

HRH2,hrh2b,Class_A,9,12,9,1,4.545454545454546,50.0,66.67

HRH3,hrh3,Class_A,20,21,1,1,4.3478260869565215,95.24,100.0

HTR1A,htr1aa,Class_A,18,18,0,1,5.2631578947368425,100.0,100.0

HTR1A,htr1ab,Class_A,17,18,1,1,5.0,94.44,100.0

HTR1B,htr1b,Class_A,18,19,1,1,4.761904761904762,94.74,100.0

HTR1D,htr1d,Class_A,19,20,1,0,0.0,95.0,100.0

HTR1F,htr1fa,Class_A,18,18,1,1,5.0,94.74,94.74

HTR1F,htr1fb,Class_A,17,18,1,2,9.523809523809524,94.44,100.0

HTR2A,htr2ab,Class_A,18,19,1,1,4.761904761904762,94.74,100.0

HTR2B,htr2b,Class_A,16,16,2,2,10.0,88.89,88.89

HTR4,htr4,Class_A,20,20,0,0,0.0,100.0,100.0

HTR5A,htr5aa,Class_A,20,21,1,0,0.0,95.24,100.0

HTR5A,htr5ab,Class_A,20,21,1,0,0.0,95.24,100.0

HTR6,htr6,Class_A,16,19,4,0,0.0,80.0,95.0

HTR7,htr7a,Class_A,21,21,0,0,0.0,100.0,100.0

KISS1R,kiss1ra,Class_A,10,14,6,3,13.043478260869565,62.5,87.5

KISS1R,kiss1rb,Class_A,9,14,6,4,16.666666666666668,60.0,93.33

LHCGR,lhcgr,Class_A,10,14,5,3,13.636363636363637,66.67,93.33

LPAR1,lpar1,Class_A,15,15,1,2,11.11111111111111,93.75,93.75

LPAR2,lpar2a,Class_A,10,14,7,1,4.545454545454546,58.82,82.35

LPAR2,lpar2b,Class_A,13,16,5,0,0.0,72.22,88.89

LPAR3,lpar3,Class_A,11,16,5,1,4.545454545454546,68.75,100.0

LPAR4,lpar4,Class_A,13,14,1,2,11.764705882352942,92.86,100.0

LPAR5,lpar5a,Class_A,6,10,7,4,19.047619047619047,46.15,76.92

LPAR5,lpar5b,Class_A,3,6,6,8,40.0,33.33,66.67

LPAR6,lpar6a,Class_A,16,16,0,0,0.0,100.0,100.0

LPAR6,lpar6b,Class_A,11,13,3,2,11.11111111111111,78.57,92.86

LTB4R,ltb4r,Class_A,12,13,5,3,14.285714285714286,70.59,76.47

LTB4R2,ltb4r2a,Class_A,13,14,3,2,10.526315789473685,81.25,87.5

LTB4R2,ltb4r2b,Class_A,12,14,4,2,10.0,75.0,87.5

MC1R,mc1r,Class_A,10,11,2,4,23.529411764705884,83.33,91.67

MC2R,mc2r,Class_A,7,8,3,7,38.888888888888886,70.0,80.0

MC3R,mc3r,Class_A,17,17,0,2,10.526315789473685,100.0,100.0

MC4R,mc4r,Class_A,12,13,1,5,26.31578947368421,92.31,100.0

MC5R,mc5ra,Class_A,17,18,1,0,0.0,94.44,100.0

MC5R,mc5rb,Class_A,15,17,2,1,5.0,88.24,100.0

MCHR1,mchr1a,Class_A,13,15,3,4,18.181818181818183,81.25,93.75

MCHR1,mchr1b,Class_A,12,15,5,3,13.043478260869565,70.59,88.24

MCHR2,mchr2a,Class_A,13,15,4,1,5.0,76.47,88.24

MCHR2,mchr2b,Class_A,0,0,1,17,94.44444444444444,0.0,0.0

MLNR,mlnr,Class_A,7,11,8,2,9.523809523809524,46.67,73.33

MTNR1A,mtnr1aa,Class_A,16,17,2,0,0.0,88.89,94.44

MTNR1A,mtnr1ab,Class_A,16,17,1,1,5.2631578947368425,94.12,100.0

MTNR1A,mtnr1al,Class_A,10,10,0,8,44.44444444444444,100.0,100.0

MTNR1B,mtnr1ba,Class_A,17,18,2,1,4.761904761904762,89.47,94.74

MTNR1B,mtnr1bb,Class_A,16,17,2,2,9.523809523809524,88.89,94.44

NMUR1,nmur1a,Class_A,11,13,3,2,11.11111111111111,78.57,92.86

NPBWR2,npbwr2a,Class_A,4,5,5,8,44.44444444444444,44.44,55.56

NPBWR2,npbwr2b,Class_A,15,15,0,2,11.764705882352942,100.0,100.0

NPFFR1,npffr1,Class_A,12,13,1,3,17.647058823529413,92.31,100.0

NPFFR1,npffr1l1,Class_A,12,16,4,0,0.0,75.0,100.0

NPFFR1,npffr1l2,Class_A,14,15,1,1,5.882352941176471,93.33,100.0

NPFFR1,npffr1l3,Class_A,14,15,1,1,5.882352941176471,93.33,100.0

NPFFR2,npffr2a,Class_A,15,15,0,0,0.0,100.0,100.0

NPFFR2,npffr2b,Class_A,15,15,0,0,0.0,100.0,100.0

NPY1R,npy1r,Class_A,13,15,3,1,5.2631578947368425,81.25,93.75

NPY2R,npy2r,Class_A,13,14,3,3,15.0,81.25,87.5

NPY2R,npy2rl,Class_A,13,15,3,3,14.285714285714286,81.25,93.75

NPY4R,npy4r,Class_A,15,15,1,5,23.80952380952381,93.75,93.75

NTSR1,ntsr1,Class_A,17,20,3,0,0.0,85.0,100.0

OPN1LW,opn1lw1,Class_A,23,23,0,0,0.0,100.0,100.0

OPN1SW,opn1sw1,Class_A,18,23,6,0,0.0,75.0,95.83

OPN3,opn3,Class_A,12,17,7,3,11.11111111111111,63.16,89.47

OPN4,opn4a,Class_A,19,20,1,3,12.5,95.0,100.0

OPN4,opn4b,Class_A,21,21,0,2,8.695652173913043,100.0,100.0

OPN5,opn5,Class_A,15,18,3,1,4.545454545454546,83.33,100.0

OPRD1,oprd1a,Class_A,13,14,2,5,23.80952380952381,86.67,93.33

OPRD1,oprd1b,Class_A,14,15,1,5,23.80952380952381,93.33,100.0

OPRK1,oprk1,Class_A,12,13,1,3,17.647058823529413,92.31,100.0

OPRL1,oprl1,Class_A,9,12,3,3,16.666666666666668,75.0,100.0

OPRM1,oprm1,Class_A,13,13,0,1,7.142857142857143,100.0,100.0

OXGR1,oxgr1a.1,Class_A,15,17,3,3,13.043478260869565,83.33,94.44

OXGR1,oxgr1a.2,Class_A,13,16,4,4,16.666666666666668,76.47,94.12

OXGR1,oxgr1a.3,Class_A,13,16,4,4,16.666666666666668,76.47,94.12

OXGR1,oxgr1b,Class_A,7,7,1,13,61.904761904761905,87.5,87.5

OXTR,oxtra,Class_A,14,16,3,0,0.0,82.35,94.12

OXTR,oxtrb,Class_A,14,17,3,0,0.0,82.35,100.0

P2RY1,p2ry1,Class_A,17,18,2,1,4.761904761904762,89.47,94.74

P2RY10,p2ry10,Class_A,15,15,0,2,11.764705882352942,100.0,100.0

P2RY11,p2ry11,Class_A,10,13,6,1,5.0,62.5,81.25

P2RY12,p2ry12,Class_A,16,16,0,0,0.0,100.0,100.0

P2RY13,p2ry13,Class_A,11,12,2,6,30.0,84.62,92.31

P2RY2,p2ry2.1,Class_A,15,16,1,3,15.0,93.75,100.0

P2RY2,p2ry2.2,Class_A,16,18,2,1,4.761904761904762,88.89,100.0

P2RY2,p2ry2.3,Class_A,17,19,2,0,0.0,89.47,100.0

P2RY8,p2ry8,Class_A,17,18,2,1,4.761904761904762,89.47,94.74

PITPNM3,pitpnm3,Class_A,0,0,0,12,100.0,0.0,0.0

PROKR1,prokr1a,Class_A,14,15,1,2,11.11111111111111,93.33,100.0

PROKR1,prokr1b,Class_A,13,15,2,2,10.526315789473685,86.67,100.0

PTAFR,ptafr,Class_A,16,17,1,3,14.285714285714286,94.12,100.0

PTGER1,ptger1a,Class_A,13,17,5,3,12.0,72.22,94.44

PTGER1,ptger1b,Class_A,13,17,6,2,8.0,68.42,89.47

PTGER1,ptger1c,Class_A,11,17,8,2,7.407407407407407,57.89,89.47

PTGER2,ptger2a,Class_A,9,11,5,4,20.0,64.29,78.57

PTGER2,ptger2b,Class_A,8,11,6,4,19.047619047619047,57.14,78.57

PTGER3,ptger3,Class_A,21,22,1,0,0.0,95.45,100.0

PTGER4,ptger4a,Class_A,16,17,1,1,5.2631578947368425,94.12,100.0

PTGER4,ptger4b,Class_A,16,17,1,1,5.2631578947368425,94.12,100.0

PTGER4,ptger4c,Class_A,9,14,7,2,8.695652173913043,56.25,87.5

PTGFR,ptgfr,Class_A,10,15,8,2,8.0,55.56,83.33

PTGIR,ptgir,Class_A,16,19,3,2,8.333333333333334,84.21,100.0

PTH1R,pth1r,Class_B1,22,23,1,2,7.6923076923076925,95.65,100.0

PTH2R,pth2ra,Class_B1,22,22,2,1,4.0,91.67,91.67

PTH2R,pth2rb,Class_B1,24,24,1,0,0.0,96.0,96.0

QRFPR,qrfpra,Class_A,7,9,3,5,29.41176470588235,70.0,90.0

QRFPR,qrfprb,Class_A,13,15,2,0,0.0,86.67,100.0

RGR,rgra,Class_A,15,17,2,2,9.523809523809524,88.24,100.0

RGR,rgrb,Class_A,9,15,8,2,8.0,52.94,88.24

RHO,rho,Class_A,21,22,1,2,8.0,95.45,100.0

RRH,rrh,Class_A,17,17,0,1,5.555555555555555,100.0,100.0

RXFP1,rxfp1,Class_A,20,22,2,1,4.0,90.91,100.0

RXFP2,rxfp2a,Class_A,18,19,2,3,12.5,90.0,95.0

RXFP2,rxfp2b,Class_A,18,19,2,3,12.5,90.0,95.0

RXFP3,rxfp3,Class_A,15,16,1,0,0.0,93.75,100.0

S1PR1,s1pr1,Class_A,17,17,0,0,0.0,100.0,100.0

S1PR2,s1pr2,Class_A,13,14,2,3,15.789473684210526,86.67,93.33

S1PR3,s1pr3a,Class_A,16,16,1,0,0.0,94.12,94.12

S1PR4,s1pr4,Class_A,12,14,2,1,5.882352941176471,85.71,100.0

S1PR5,s1pr5a,Class_A,15,18,3,2,8.695652173913043,83.33,100.0

S1PR5,s1pr5b,Class_A,15,16,3,2,9.523809523809524,83.33,88.89

SMO,smo,Class_F,23,24,2,2,7.142857142857143,92.0,96.0

SSTR1,sstr1a,Class_A,14,15,1,3,15.789473684210526,93.33,100.0

SSTR2,sstr2a,Class_A,12,14,2,7,30.434782608695652,85.71,100.0

SSTR2,sstr2b,Class_A,11,15,4,6,24.0,73.33,100.0

SSTR3,sstr3,Class_A,13,14,2,1,5.882352941176471,86.67,93.33

SSTR5,sstr5,Class_A,15,17,2,2,9.523809523809524,88.24,100.0

TAAR1,taar1b,Class_A,14,18,5,1,4.166666666666667,73.68,94.74

TACR1,tacr1a,Class_A,13,15,3,2,10.0,81.25,93.75

TACR1,tacr1b,Class_A,14,15,3,1,5.2631578947368425,82.35,88.24

TACR2,tacr2,Class_A,15,15,1,2,11.11111111111111,93.75,93.75

TACR3,tacr3a,Class_A,14,16,4,2,9.090909090909092,77.78,88.89

TACR3,tacr3l,Class_A,14,15,3,3,14.285714285714286,82.35,88.24

TBXA2R,tbxa2r,Class_A,16,18,2,2,9.090909090909092,88.89,100.0

TRHR,trhra,Class_A,18,19,1,0,0.0,94.74,100.0

TRHR,trhrb,Class_A,14,15,1,4,20.0,93.33,100.0

TSHR,tshr,Class_A,15,16,1,0,0.0,93.75,100.0

VIPR1,vipr1a,Class_B1,17,20,3,5,17.857142857142858,85.0,100.0

VIPR1,vipr1b,Class_B1,14,15,1,10,38.46153846153846,93.33,100.0

VIPR2,vipr2,Class_B1,23,24,1,2,7.407407407407407,95.83,100.0

XCR1,xcr1a.1,Class_A,11,13,8,1,4.545454545454546,57.89,68.42

XCR1,xcr1b.1,Class_A,9,12,9,2,8.695652173913043,50.0,66.67

XCR1,xcr1b.2,Class_A,9,12,5,6,26.08695652173913,64.29,85.71

