human gene,zebrafish gene,matched,similarity,mismatched,failed alignments,% identity,% similarity
CHRM4,chrm4a,18,18,0,0,100.0,100.0
CHRM4,chrm4b,17,18,1,0,94.44,100.0
CHRM5,chrm5a,17,17,1,0,94.44,94.44
CHRM5,chrm5b,17,17,1,0,94.44,94.44
CMKLR1,cmklr1,10,14,6,2,62.5,87.5
CMKLR2,cmklr2,6,12,7,1,46.15,92.31
CNR1,cnr1,19,19,1,1,95.0,95.0
CNR2,cnr2,11,14,5,1,68.75,87.5
CRHR1,crhr1,0,0,1,15,0.0,0.0
CRHR2,crhr2,0,0,0,15,0.0,0.0
CXCR1,cxcr1,6,7,4,8,60.0,70.0
CXCR2,cxcr2,8,9,8,1,50.0,56.25
CXCR3,cxcr3.1,8,9,2,7,80.0,90.0
CXCR3,cxcr3.2,5,8,5,7,50.0,80.0
CXCR4,cxcr4a,14,15,2,1,87.5,93.75
CXCR4,cxcr4b,12,13,3,2,80.0,86.67
CXCR5,cxcr5,6,9,8,2,42.86,64.29
CYSLTR1,cysltr1,15,16,2,2,88.24,94.12
DRD1,drd1a,20,20,0,0,100.0,100.0
DRD1,drd1b,20,20,0,0,100.0,100.0
DRD2,drd2a,19,19,0,1,100.0,100.0
DRD2,drd2b,18,18,0,2,100.0,100.0
DRD3,drd3,19,19,0,0,100.0,100.0
DRD4,drd4a,20,21,1,0,95.24,100.0
DRD4,drd4b,21,21,0,0,100.0,100.0
EDNRA,ednraa,15,15,0,1,100.0,100.0
EDNRA,ednrab,13,13,2,1,86.67,86.67
EDNRB,ednrba,17,17,0,1,100.0,100.0
EDNRB,ednrbb,15,16,1,2,93.75,100.0
F2R,f2r,11,14,3,3,78.57,100.0
F2RL1,f2rl1.1,12,16,5,0,70.59,94.12
F2RL1,f2rl1.2,13,16,4,0,76.47,94.12
F2RL2,f2rl2,9,12,4,5,69.23,92.31
FPR1,fpr1,5,7,6,4,45.45,63.64
FSHR,fshr,16,16,1,0,94.12,94.12
FZD1,fzd1,21,22,1,1,95.45,100.0
FZD10,fzd10,20,21,1,1,95.24,100.0
FZD2,fzd2,20,22,3,0,86.96,95.65
FZD3,fzd3a,21,23,2,0,91.3,100.0
FZD3,fzd3b,20,23,3,0,86.96,100.0
FZD4,fzd4,18,21,4,0,81.82,95.45
FZD5,fzd5,19,22,4,0,82.61,95.65
FZD6,fzd6,16,19,6,3,72.73,86.36
FZD7,fzd7a,17,20,4,1,80.95,95.24
FZD7,fzd7b,19,21,3,0,86.36,95.45
FZD8,fzd8a,20,21,2,1,90.91,95.45
FZD8,fzd8b,20,21,2,1,90.91,95.45
FZD9,fzd9a,16,16,0,3,100.0,100.0
FZD9,fzd9b,19,19,0,0,100.0,100.0
GABBR1,gabbr1a,8,8,1,6,88.89,88.89
GABBR1,gabbr1b,12,12,0,3,100.0,100.0
GABBR2,gabbr2,12,12,1,1,92.31,92.31
GALR1,galr1a,17,17,0,0,100.0,100.0
GALR1,galr1b,11,11,4,2,73.33,73.33
GALR2,galr2a,17,19,3,1,85.0,95.0
GALR2,galr2b,15,16,4,2,78.95,84.21
GCGR,gcgra,7,10,3,2,70.0,100.0
GCGR,gcgrb,0,0,1,11,0.0,0.0
GHRHR,ghrhra,7,8,5,3,58.33,66.67
GHRHR,ghrhrb,5,6,5,5,50.0,60.0
GHSR,ghsra,16,16,0,0,100.0,100.0
GHSR,ghsrb,15,15,0,1,100.0,100.0
GIPR,gipr,12,12,1,2,92.31,92.31
GPBAR1,gpbar1,7,10,4,8,63.64,90.91
GPER1,gper1,9,9,0,7,100.0,100.0
GPR101,gpr101,8,13,9,1,47.06,76.47
GPR12,gpr12,16,20,4,1,80.0,100.0
GPR132,gpr132a,11,12,3,4,78.57,85.71
GPR132,gpr132b,11,12,1,6,91.67,100.0
GPR135,gpr135,7,12,7,5,50.0,85.71
GPR139,gpr139,18,19,1,3,94.74,100.0
GPR142,gpr142,9,11,2,2,81.82,100.0
GPR146,gpr146,11,13,5,2,68.75,81.25
GPR151,gpr151,11,13,4,5,73.33,86.67
GPR153,gpr153,17,19,2,2,89.47,100.0
GPR156,gpr156,11,13,3,2,78.57,92.86
GPR158,gpr158a,17,19,3,0,85.0,95.0
GPR158,gpr158b,14,16,4,2,77.78,88.89
GPR160,gpr160,3,4,3,9,50.0,66.67
GPR161,gpr161b,16,17,4,1,80.0,85.0
GPR17,gpr17,17,17,0,1,100.0,100.0
GPR171,gpr171,14,17,5,1,73.68,89.47
GPR173,gpr173,16,16,0,3,100.0,100.0
GPR174,gpr174,15,15,0,4,100.0,100.0
GPR176,gpr176,8,14,6,4,57.14,100.0
GPR18,gpr18,12,14,5,4,70.59,82.35
GPR183,gpr183a,12,13,2,3,85.71,92.86
GPR183,gpr183b,13,13,2,2,86.67,86.67
GPR19,gpr19,11,14,6,1,64.71,82.35
GPR20,gpr20,12,15,6,0,66.67,83.33
GPR22,gpr22a,19,20,1,2,95.0,100.0
GPR22,gpr22b,19,21,2,1,90.48,100.0
GPR25,gpr25,8,9,2,8,80.0,90.0
GPR26,gpr26,14,17,4,2,77.78,94.44
GPR27,gpr27,8,11,3,7,72.73,100.0
GPR3,gpr3,7,14,11,2,38.89,77.78
GPR34,gpr34a,14,17,3,2,82.35,100.0
GPR34,gpr34b,16,17,1,2,94.12,100.0
GPR35,gpr35.1,4,5,3,9,57.14,71.43
GPR37,gpr37a,14,14,0,1,100.0,100.0
GPR37,gpr37b,13,13,0,2,100.0,100.0
GPR37L1,gpr37l1a,9,9,3,6,75.0,75.0
GPR37L1,gpr37l1b,11,11,1,6,91.67,91.67
GPR39,gpr39,16,20,4,0,80.0,100.0
GPR4,gpr4,18,18,0,1,100.0,100.0
GPR45,gpr45,13,16,4,2,76.47,94.12
GPR52,gpr52,20,22,2,0,90.91,100.0
GPR55,gpr55a,5,8,6,5,45.45,72.73
GPR6,gpr6,12,15,3,6,80.0,100.0
GPR61,gpr61,13,16,4,3,76.47,94.12
GPR63,gpr63,18,19,2,1,90.0,95.0
GPR65,gpr65,8,13,6,3,57.14,92.86
GPR75,gpr75,16,17,2,3,88.89,94.44
GPR78,gpr78a,13,16,5,0,72.22,88.89
GPR78,gpr78b,12,17,6,0,66.67,94.44
GPR84,gpr84,13,15,2,2,86.67,100.0
GPR85,gpr85,18,18,0,1,100.0,100.0
GPRC5B,gprc5ba,16,21,8,2,66.67,87.5
GPRC5B,gprc5bb,1,1,4,21,20.0,20.0
GPRC5C,gprc5c,20,21,2,3,90.91,95.45
GPRC6A,gprc6a,15,16,3,4,83.33,88.89
GRM1,grm1a,23,24,1,0,95.83,100.0
GRM1,grm1b,21,23,2,1,91.3,100.0
GRM2,grm2a,16,19,3,1,84.21,100.0
GRM2,grm2b,15,18,4,1,78.95,94.74
GRM3,grm3,18,20,2,0,90.0,100.0
GRM4,grm4,23,23,0,1,100.0,100.0
GRM5,grm5a,21,23,2,2,91.3,100.0
GRM5,grm5b,22,23,2,1,91.67,95.83
GRM6,grm6a,15,17,3,5,83.33,94.44
GRM6,grm6b,18,20,3,2,85.71,95.24
GRM8,grm8a,19,20,1,2,95.0,100.0
GRM8,grm8b,20,21,1,1,95.24,100.0
HCAR1,hcar1-1,11,12,3,3,78.57,85.71
HCAR1,hcar1-2,10,11,2,5,83.33,91.67
HCRTR2,hcrtr2,13,14,1,3,92.86,100.0
HRH1,hrh1,0,2,3,9,0.0,66.67
HRH2,hrh2a,13,16,5,1,72.22,88.89
HRH2,hrh2b,9,12,9,1,50.0,66.67
HRH3,hrh3,20,21,1,1,95.24,100.0
HTR1A,htr1aa,18,18,0,1,100.0,100.0
HTR1A,htr1ab,17,18,1,1,94.44,100.0
HTR1B,htr1b,18,19,1,1,94.74,100.0
HTR1D,htr1d,19,20,1,0,95.0,100.0
HTR1F,htr1fa,18,18,1,1,94.74,94.74
HTR1F,htr1fb,17,18,1,2,94.44,100.0
HTR2A,htr2ab,18,19,1,1,94.74,100.0
HTR2B,htr2b,16,16,2,2,88.89,88.89
HTR4,htr4,20,20,0,0,100.0,100.0
HTR5A,htr5aa,20,21,1,0,95.24,100.0
HTR5A,htr5ab,20,21,1,0,95.24,100.0
HTR6,htr6,16,19,4,0,80.0,95.0
HTR7,htr7a,21,21,0,0,100.0,100.0
KISS1R,kiss1ra,10,14,6,3,62.5,87.5
KISS1R,kiss1rb,9,14,6,4,60.0,93.33
LGR4,lgr4,19,19,0,3,100.0,100.0
LGR6,lgr6,8,10,3,8,72.73,90.91
LHCGR,lhcgr,10,14,5,3,66.67,93.33
LPAR1,lpar1,15,15,1,2,93.75,93.75
LPAR2,lpar2a,10,14,7,1,58.82,82.35
LPAR2,lpar2b,13,16,5,0,72.22,88.89
LPAR3,lpar3,11,16,5,1,68.75,100.0
LPAR4,lpar4,13,14,1,2,92.86,100.0
LPAR5,lpar5a,6,10,7,4,46.15,76.92
LPAR5,lpar5b,3,6,6,8,33.33,66.67
LPAR6,lpar6a,16,16,0,0,100.0,100.0
LPAR6,lpar6b,11,13,3,2,78.57,92.86
LTB4R,ltb4r,12,13,5,3,70.59,76.47
LTB4R2,ltb4r2a,13,14,3,2,81.25,87.5
LTB4R2,ltb4r2b,12,14,4,2,75.0,87.5
MC1R,mc1r,10,11,2,4,83.33,91.67
MC2R,mc2r,7,8,3,7,70.0,80.0
MC3R,mc3r,17,17,0,2,100.0,100.0
MC4R,mc4r,12,13,1,5,92.31,100.0
MC5R,mc5ra,17,18,1,0,94.44,100.0
MC5R,mc5rb,15,17,2,1,88.24,100.0
MCHR1,mchr1a,13,15,3,4,81.25,93.75
MCHR1,mchr1b,12,15,5,3,70.59,88.24
MCHR2,mchr2a,13,15,4,1,76.47,88.24
MCHR2,mchr2b,0,0,1,17,0.0,0.0
MLNR,mlnr,7,11,8,2,46.67,73.33
MTNR1A,mtnr1aa,16,17,2,0,88.89,94.44
MTNR1A,mtnr1ab,16,17,1,1,94.12,100.0
MTNR1A,mtnr1al,10,10,0,8,100.0,100.0
MTNR1B,mtnr1ba,17,18,2,1,89.47,94.74
MTNR1B,mtnr1bb,16,17,2,2,88.89,94.44
NMUR1,nmur1a,11,13,3,2,78.57,92.86
NPBWR2,npbwr2a,4,5,5,8,44.44,55.56
NPBWR2,npbwr2b,15,15,0,2,100.0,100.0
NPFFR1,npffr1,12,13,1,3,92.31,100.0
NPFFR1,npffr1l1,12,16,4,0,75.0,100.0
NPFFR1,npffr1l2,14,15,1,1,93.33,100.0
NPFFR1,npffr1l3,14,15,1,1,93.33,100.0
NPFFR2,npffr2a,15,15,0,0,100.0,100.0
NPFFR2,npffr2b,15,15,0,0,100.0,100.0
NPY1R,npy1r,13,15,3,1,81.25,93.75
NPY2R,npy2r,13,14,3,3,81.25,87.5
NPY2R,npy2rl,13,15,3,3,81.25,93.75
NPY4R,npy4r,15,15,1,5,93.75,93.75
NTSR1,ntsr1,17,20,3,0,85.0,100.0
OPN1LW,opn1lw1,23,23,0,0,100.0,100.0
OPN1SW,opn1sw1,18,23,6,0,75.0,95.83
OPN3,opn3,12,17,7,3,63.16,89.47
OPN4,opn4a,19,20,1,3,95.0,100.0
OPN4,opn4b,21,21,0,2,100.0,100.0
OPN5,opn5,15,18,3,1,83.33,100.0
OPRD1,oprd1a,13,14,2,5,86.67,93.33
OPRD1,oprd1b,14,15,1,5,93.33,100.0
OPRK1,oprk1,12,13,1,3,92.31,100.0
OPRL1,oprl1,9,12,3,3,75.0,100.0
OPRM1,oprm1,13,13,0,1,100.0,100.0
OXGR1,oxgr1a.1,15,17,3,3,83.33,94.44
OXGR1,oxgr1a.2,13,16,4,4,76.47,94.12
OXGR1,oxgr1a.3,13,16,4,4,76.47,94.12
OXGR1,oxgr1b,7,7,1,13,87.5,87.5
OXTR,oxtra,14,16,3,0,82.35,94.12
OXTR,oxtrb,14,17,3,0,82.35,100.0
P2RY1,p2ry1,17,18,2,1,89.47,94.74
P2RY10,p2ry10,15,15,0,2,100.0,100.0
P2RY11,p2ry11,10,13,6,1,62.5,81.25
P2RY12,p2ry12,16,16,0,0,100.0,100.0
P2RY13,p2ry13,11,12,2,6,84.62,92.31
P2RY2,p2ry2.1,15,16,1,3,93.75,100.0
P2RY2,p2ry2.2,16,18,2,1,88.89,100.0
P2RY2,p2ry2.3,17,19,2,0,89.47,100.0
P2RY8,p2ry8,17,18,2,1,89.47,94.74
PITPNM3,pitpnm3,0,0,0,12,0.0,0.0
PROKR1,prokr1a,14,15,1,2,93.33,100.0
PROKR1,prokr1b,13,15,2,2,86.67,100.0
PTAFR,ptafr,16,17,1,3,94.12,100.0
PTGER1,ptger1a,13,17,5,3,72.22,94.44
PTGER1,ptger1b,13,17,6,2,68.42,89.47
PTGER1,ptger1c,11,17,8,2,57.89,89.47
PTGER2,ptger2a,9,11,5,4,64.29,78.57
PTGER2,ptger2b,8,11,6,4,57.14,78.57
PTGER3,ptger3,21,22,1,0,95.45,100.0
PTGER4,ptger4a,16,17,1,1,94.12,100.0
PTGER4,ptger4b,16,17,1,1,94.12,100.0
PTGER4,ptger4c,9,14,7,2,56.25,87.5
PTGFR,ptgfr,10,15,8,2,55.56,83.33
PTGIR,ptgir,16,19,3,2,84.21,100.0
PTH1R,pth1r,0,0,0,12,0.0,0.0
PTH2R,pth2ra,12,13,1,3,92.31,100.0
PTH2R,pth2rb,12,13,1,3,92.31,100.0
QRFPR,qrfpra,7,9,3,5,70.0,90.0
QRFPR,qrfprb,13,15,2,0,86.67,100.0
RGR,rgra,15,17,2,2,88.24,100.0
RGR,rgrb,9,15,8,2,52.94,88.24
RHO,rho,21,22,1,2,95.45,100.0
RRH,rrh,17,17,0,1,100.0,100.0
RXFP1,rxfp1,20,22,2,1,90.91,100.0
RXFP2,rxfp2a,18,19,2,3,90.0,95.0
RXFP2,rxfp2b,18,19,2,3,90.0,95.0
RXFP3,rxfp3,15,16,1,0,93.75,100.0
S1PR1,s1pr1,17,17,0,0,100.0,100.0
S1PR2,s1pr2,13,14,2,3,86.67,93.33
S1PR3,s1pr3a,16,16,1,0,94.12,94.12
S1PR4,s1pr4,12,14,2,1,85.71,100.0
S1PR5,s1pr5a,15,18,3,2,83.33,100.0
S1PR5,s1pr5b,15,16,3,2,83.33,88.89
SMO,smo,20,20,0,2,100.0,100.0
SSTR1,sstr1a,14,15,1,3,93.33,100.0
SSTR2,sstr2a,12,14,2,7,85.71,100.0
SSTR2,sstr2b,11,15,4,6,73.33,100.0
SSTR3,sstr3,13,14,2,1,86.67,93.33
SSTR5,sstr5,15,17,2,2,88.24,100.0
TAAR1,taar1b,14,18,5,1,73.68,94.74
TACR1,tacr1a,13,15,3,2,81.25,93.75
TACR1,tacr1b,14,15,3,1,82.35,88.24
TACR2,tacr2,15,15,1,2,93.75,93.75
TACR3,tacr3a,14,16,4,2,77.78,88.89
TACR3,tacr3l,14,15,3,3,82.35,88.24
TBXA2R,tbxa2r,16,18,2,2,88.89,100.0
TRHR,trhra,18,19,1,0,94.74,100.0
TRHR,trhrb,14,15,1,4,93.33,100.0
TSHR,tshr,15,16,1,0,93.75,100.0
VIPR1,vipr1a,0,0,2,11,0.0,0.0
VIPR1,vipr1b,0,0,3,10,0.0,0.0
VIPR2,vipr2,8,11,4,3,66.67,91.67
XCR1,xcr1a.1,11,13,8,1,57.89,68.42
XCR1,xcr1b.1,9,12,9,2,50.0,66.67
XCR1,xcr1b.2,9,12,5,6,64.29,85.71
