human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
DRD1,drd1a,2,7,14,22.22
DRD1,drd1b,5,4,14,55.56
DRD2,drd2a,1,9,15,10.0
DRD2,drd2b,0,9,16,0.0
DRD3,drd3,1,14,13,6.67
DRD4,drd4a,1,9,10,10.0
DRD4,drd4b,1,6,13,14.29
EDNRA,ednraa,15,2,2,88.24
EDNRA,ednrab,16,1,2,94.12
EDNRB,ednrba,17,1,0,94.44
EDNRB,ednrbb,11,1,6,91.67
F2R,f2r,9,7,6,56.25
F2RL1,f2rl1.1,2,11,10,15.38
F2RL1,f2rl1.2,9,6,8,60.0
F2RL2,f2rl2,5,10,9,33.33
FPR1,fpr1,2,5,10,28.57
FSHR,fshr,1,7,16,12.5
FZD1,fzd1,3,8,7,27.27
FZD10,fzd10,21,1,1,95.45
FZD2,fzd2,19,2,0,90.48
FZD3,fzd3a,16,3,0,84.21
FZD3,fzd3b,12,4,3,75.0
FZD4,fzd4,18,0,2,100.0
FZD5,fzd5,0,11,11,0.0
FZD6,fzd6,1,14,8,6.67
FZD7,fzd7a,3,5,12,37.5
FZD7,fzd7b,4,4,12,50.0
FZD8,fzd8a,20,2,0,90.91
FZD8,fzd8b,18,4,0,81.82
FZD9,fzd9a,17,2,2,89.47
FZD9,fzd9b,4,5,12,44.44
GABBR1,gabbr1a,23,1,1,95.83
GABBR1,gabbr1b,22,1,2,95.65
GABBR2,gabbr2,21,2,5,91.3
GALR1,galr1a,2,11,8,15.38
GALR1,galr1b,3,10,8,23.08
GALR2,galr2a,14,4,1,77.78
GALR2,galr2b,10,5,4,66.67
GCGR,gcgra,1,1,9,50.0
GCGR,gcgrb,1,2,8,33.33
GHRHR,ghrhra,1,9,9,10.0
GHRHR,ghrhrb,1,7,11,12.5
GHSR,ghsra,11,1,5,91.67
GHSR,ghsrb,11,1,5,91.67
GIPR,gipr,2,4,10,33.33
GPBAR1,gpbar1,1,3,15,25.0
GPER1,gper1,0,8,8,0.0
GPR101,gpr101,6,8,2,42.86
GPR12,gpr12,14,5,3,73.68
GPR132,gpr132a,6,5,10,54.55
GPR132,gpr132b,11,5,5,68.75
GPR135,gpr135,0,8,8,0.0
GPR139,gpr139,1,9,8,10.0
GPR142,gpr142,0,5,7,0.0
GPR146,gpr146,1,4,14,20.0
GPR151,gpr151,1,7,8,12.5
GPR153,gpr153,0,12,13,0.0
GPR156,gpr156,6,9,1,40.0
GPR158,gpr158a,12,5,0,70.59
GPR158,gpr158b,13,4,0,76.47
GPR160,gpr160,0,9,11,0.0
GPR161,gpr161b,12,5,0,70.59
GPR17,gpr17,10,6,4,62.5
GPR171,gpr171,4,9,9,30.77
GPR173,gpr173,1,5,12,16.67
GPR174,gpr174,1,9,10,10.0
GPR176,gpr176,1,5,12,16.67
GPR18,gpr18,0,10,10,0.0
GPR183,gpr183a,2,11,9,15.38
GPR183,gpr183b,2,9,11,18.18
GPR19,gpr19,10,5,4,66.67
GPR20,gpr20,0,13,12,0.0
GPR22,gpr22a,0,6,5,0.0
GPR22,gpr22b,0,5,6,0.0
GPR25,gpr25,2,8,10,20.0
GPR26,gpr26,1,8,10,11.11
GPR27,gpr27,1,6,14,14.29
GPR3,gpr3,2,10,12,16.67
GPR34,gpr34a,5,6,4,45.45
GPR34,gpr34b,5,9,1,35.71
GPR35,gpr35.1,0,11,10,0.0
GPR37,gpr37a,12,4,3,75.0
GPR37,gpr37b,13,3,3,81.25
GPR37L1,gpr37l1a,2,4,12,33.33
GPR37L1,gpr37l1b,10,2,6,83.33
GPR39,gpr39,15,3,0,83.33
GPR4,gpr4,23,1,1,95.83
GPR45,gpr45,0,8,8,0.0
GPR52,gpr52,2,7,17,22.22
GPR55,gpr55a,0,11,6,0.0
GPR6,gpr6,5,5,13,50.0
GPR61,gpr61,12,4,4,75.0
GPR63,gpr63,13,5,6,72.22
GPR65,gpr65,11,5,4,68.75
GPR75,gpr75,0,9,12,0.0
GPR78,gpr78a,6,2,7,75.0
GPR78,gpr78b,7,4,4,63.64
GPR84,gpr84,11,7,4,61.11
GPR85,gpr85,12,3,4,80.0
GPRC5B,gprc5ba,10,6,5,62.5
GPRC5B,gprc5bb,11,6,4,64.71
GPRC5C,gprc5c,19,2,3,90.48
GPRC6A,gprc6a,14,4,2,77.78
GRM1,grm1a,23,0,1,100.0
GRM1,grm1b,20,2,2,90.91
GRM2,grm2a,5,5,12,50.0
GRM2,grm2b,11,3,8,78.57
GRM3,grm3,22,0,2,100.0
GRM4,grm4,13,4,6,76.47
GRM5,grm5a,20,0,4,100.0
GRM5,grm5b,20,0,4,100.0
GRM6,grm6a,18,5,1,78.26
GRM6,grm6b,16,4,4,80.0
GRM8,grm8a,22,1,1,95.65
GRM8,grm8b,23,1,0,95.83
HCAR1,hcar1-1,7,9,4,43.75
HCAR1,hcar1-2,5,10,5,33.33
HCRTR2,hcrtr2,17,2,3,89.47
HRH1,hrh1,0,14,8,0.0
HRH2,hrh2a,1,7,16,12.5
HRH2,hrh2b,2,9,13,18.18
HRH3,hrh3,4,12,8,25.0
HTR1A,htr1aa,0,8,24,0.0
HTR1A,htr1ab,2,14,16,12.5
HTR1B,htr1b,10,4,4,71.43
HTR1D,htr1d,0,2,4,0.0
HTR1F,htr1fa,13,4,2,76.47
HTR1F,htr1fb,14,4,1,77.78
HTR2A,htr2ab,12,5,7,70.59
HTR2B,htr2b,1,6,10,14.29
HTR4,htr4,8,7,7,53.33
HTR5A,htr5aa,14,1,4,93.33
HTR5A,htr5ab,16,1,2,94.12
HTR6,htr6,1,8,10,11.11
HTR7,htr7a,0,12,9,0.0
KISS1R,kiss1ra,2,5,12,28.57
KISS1R,kiss1rb,3,8,8,27.27
LGR4,lgr4,0,8,8,0.0
LGR6,lgr6,1,11,6,8.33
LHCGR,lhcgr,16,3,0,84.21
LPAR1,lpar1,19,0,4,100.0
LPAR2,lpar2a,1,11,11,8.33
LPAR2,lpar2b,0,11,12,0.0
LPAR3,lpar3,1,10,7,9.09
LPAR4,lpar4,0,4,16,0.0
LPAR5,lpar5a,3,14,4,17.65
LPAR5,lpar5b,2,11,8,15.38
LPAR6,lpar6a,2,10,8,16.67
LPAR6,lpar6b,11,7,2,61.11
LTB4R,ltb4r,5,7,10,41.67
LTB4R2,ltb4r2a,0,10,12,0.0
LTB4R2,ltb4r2b,3,6,13,33.33
MC1R,mc1r,16,2,1,88.89
MC2R,mc2r,7,7,5,50.0
MC3R,mc3r,3,3,12,50.0
MC4R,mc4r,11,5,1,68.75
MC5R,mc5ra,2,6,9,25.0
MC5R,mc5rb,12,4,1,75.0
MCHR1,mchr1a,14,3,3,82.35
MCHR1,mchr1b,6,6,8,50.0
MCHR2,mchr2a,0,8,10,0.0
MCHR2,mchr2b,3,9,6,25.0
MLNR,mlnr,5,6,6,45.45
MTNR1A,mtnr1aa,12,0,9,100.0
MTNR1A,mtnr1ab,0,12,9,0.0
MTNR1A,mtnr1al,0,3,18,0.0
MTNR1B,mtnr1ba,14,2,3,87.5
MTNR1B,mtnr1bb,18,1,0,94.74
NMUR1,nmur1a,1,8,11,11.11
NPBWR2,npbwr2a,2,9,11,18.18
NPBWR2,npbwr2b,13,3,6,81.25
NPFFR1,npffr1,1,1,17,50.0
NPFFR1,npffr1l1,14,5,0,73.68
NPFFR1,npffr1l2,14,2,3,87.5
NPFFR1,npffr1l3,14,3,2,82.35
NPFFR2,npffr2a,3,4,11,42.86
NPFFR2,npffr2b,2,5,11,28.57
NPY1R,npy1r,14,4,5,77.78
NPY2R,npy2r,1,8,11,11.11
NPY2R,npy2rl,14,4,2,77.78
NPY4R,npy4r,4,4,12,50.0
NTSR1,ntsr1,12,4,3,75.0
OPN1LW,opn1lw1,12,2,3,85.71
OPN1SW,opn1sw1,0,4,8,0.0
OPN3,opn3,7,14,1,33.33
OPN4,opn4a,14,2,9,87.5
OPN4,opn4b,5,8,12,38.46
OPN5,opn5,14,3,2,82.35
OPRD1,oprd1a,1,9,10,10.0
OPRD1,oprd1b,10,3,7,76.92
OPRK1,oprk1,14,0,8,100.0
OPRL1,oprl1,0,8,12,0.0
OPRM1,oprm1,3,5,6,37.5
OXGR1,oxgr1a.1,12,7,2,63.16
OXGR1,oxgr1a.2,9,11,1,45.0
OXGR1,oxgr1a.3,7,5,9,58.33
OXGR1,oxgr1b,0,5,16,0.0
OXTR,oxtra,0,10,10,0.0
OXTR,oxtrb,3,9,8,25.0
P2RY1,p2ry1,21,3,2,87.5
P2RY10,p2ry10,3,6,14,33.33
P2RY11,p2ry11,0,10,14,0.0
P2RY12,p2ry12,1,4,14,20.0
P2RY13,p2ry13,0,4,8,0.0
P2RY2,p2ry2.1,7,7,8,50.0
P2RY2,p2ry2.2,3,8,11,27.27
P2RY2,p2ry2.3,13,5,4,72.22
P2RY8,p2ry8,1,11,10,8.33
PITPNM3,pitpnm3,15,7,11,68.18
PROKR1,prokr1a,3,6,15,33.33
PROKR1,prokr1b,14,3,7,82.35
PTAFR,ptafr,6,4,15,60.0
PTGER1,ptger1a,1,11,12,8.33
PTGER1,ptger1b,2,9,13,18.18
PTGER1,ptger1c,1,9,14,10.0
PTGER2,ptger2a,10,10,7,50.0
PTGER2,ptger2b,10,14,3,41.67
PTGER3,ptger3,0,11,11,0.0
PTGER4,ptger4a,22,2,3,91.67
PTGER4,ptger4b,19,4,4,82.61
PTGER4,ptger4c,3,8,16,27.27
PTGFR,ptgfr,3,10,9,23.08
PTGIR,ptgir,13,7,4,65.0
PTH1R,pth1r,0,6,11,0.0
PTH2R,pth2ra,0,6,17,0.0
PTH2R,pth2rb,14,0,9,100.0
QRFPR,qrfpra,4,7,11,36.36
QRFPR,qrfprb,2,7,13,22.22
RGR,rgra,14,4,2,77.78
RGR,rgrb,6,12,2,33.33
RHO,rho,1,5,9,16.67
RRH,rrh,16,0,3,100.0
RXFP1,rxfp1,14,3,2,82.35
RXFP2,rxfp2a,20,3,3,86.96
RXFP2,rxfp2b,20,3,3,86.96
RXFP3,rxfp3,0,8,16,0.0
S1PR1,s1pr1,22,0,2,100.0
S1PR2,s1pr2,15,2,6,88.24
S1PR3,s1pr3a,11,3,3,78.57
S1PR4,s1pr4,0,9,12,0.0
S1PR5,s1pr5a,1,8,10,11.11
S1PR5,s1pr5b,2,8,9,20.0
SMO,smo,18,1,2,94.74
SSTR1,sstr1a,0,8,10,0.0
SSTR2,sstr2a,5,7,14,41.67
SSTR2,sstr2b,3,6,17,33.33
SSTR3,sstr3,13,7,2,65.0
SSTR5,sstr5,0,8,11,0.0
TAAR1,taar1b,2,8,16,20.0
TACR1,tacr1a,8,6,1,57.14
TACR1,tacr1b,7,6,2,53.85
TACR2,tacr2,10,2,4,83.33
TACR3,tacr3a,6,4,7,60.0
TACR3,tacr3l,9,2,6,81.82
TBXA2R,tbxa2r,2,14,12,12.5
TRHR,trhra,16,1,1,94.12
TRHR,trhrb,2,4,12,33.33
TSHR,tshr,0,12,6,0.0
VIPR1,vipr1a,1,3,14,25.0
VIPR1,vipr1b,1,7,10,12.5
VIPR2,vipr2,8,8,1,50.0
XCR1,xcr1a.1,3,6,10,33.33
XCR1,xcr1b.1,1,9,9,10.0
XCR1,xcr1b.2,4,4,11,50.0
