human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
GPR25,gpr25,0,3,22,0.0
GPR26,gpr26,0,3,23,0.0
GPR27,gpr27,4,0,13,100.0
GPR3,gpr3,11,3,14,78.57
GPR34,gpr34a,9,3,11,75.0
GPR34,gpr34b,8,0,15,100.0
GPR35,gpr35.1,0,3,16,0.0
GPR37,gpr37a,0,2,16,0.0
GPR37,gpr37b,0,2,16,0.0
GPR37L1,gpr37l1a,0,2,17,0.0
GPR37L1,gpr37l1b,3,3,13,50.0
GPR39,gpr39,2,5,17,28.57
GPR4,gpr4,1,6,18,14.29
GPR45,gpr45,11,5,17,68.75
GPR52,gpr52,16,2,11,88.89
GPR55,gpr55a,1,3,25,25.0
GPR6,gpr6,0,2,23,0.0
GPR61,gpr61,0,4,28,0.0
GPR63,gpr63,11,1,21,91.67
GPR65,gpr65,0,6,26,0.0
GPR75,gpr75,2,6,21,25.0
GPR78,gpr78a,15,5,7,75.0
GPR78,gpr78b,15,2,10,88.24
GPR84,gpr84,8,2,16,80.0
GPR85,gpr85,0,4,25,0.0
GPRC5B,gprc5ba,0,4,16,0.0
GPRC5B,gprc5bb,7,2,11,77.78
GPRC5C,gprc5c,0,4,22,0.0
GPRC6A,gprc6a,1,3,23,25.0
GRM1,grm1a,0,1,21,0.0
GRM1,grm1b,0,1,21,0.0
GRM2,grm2a,0,0,24,0.0
GRM2,grm2b,17,5,2,77.27
GRM3,grm3,24,0,2,100.0
GRM4,grm4,16,1,12,94.12
GRM5,grm5a,25,0,1,100.0
GRM5,grm5b,23,1,2,95.83
GRM6,grm6a,0,0,22,0.0
GRM6,grm6b,0,0,22,0.0
GRM8,grm8a,15,3,10,83.33
GRM8,grm8b,22,3,3,88.0
HCAR1,hcar1-1,0,2,26,0.0
HCAR1,hcar1-2,6,10,12,37.5
HCRTR2,hcrtr2,0,0,27,0.0
HRH1,hrh1,0,3,26,0.0
HRH2,hrh2a,0,3,20,0.0
HRH2,hrh2b,10,3,10,76.92
HRH3,hrh3,0,2,16,0.0
HTR1A,htr1aa,0,3,23,0.0
HTR1A,htr1ab,0,0,26,0.0
HTR1B,htr1b,14,5,3,73.68
HTR1D,htr1d,0,4,19,0.0
HTR1F,htr1fa,0,4,21,0.0
HTR1F,htr1fb,0,2,23,0.0
HTR2A,htr2ab,0,1,17,0.0
HTR2B,htr2b,0,3,15,0.0
HTR4,htr4,21,5,1,80.77
HTR5A,htr5aa,18,4,4,81.82
HTR5A,htr5ab,18,5,3,78.26
HTR6,htr6,0,1,26,0.0
HTR7,htr7a,0,5,20,0.0
KISS1R,kiss1ra,15,3,5,83.33
KISS1R,kiss1rb,12,3,8,80.0
LGR4,lgr4,0,2,20,0.0
LGR6,lgr6,8,4,11,66.67
LHCGR,lhcgr,0,2,25,0.0
LPAR1,lpar1,24,0,3,100.0
LPAR2,lpar2a,18,5,3,78.26
LPAR2,lpar2b,0,2,24,0.0
LPAR3,lpar3,0,3,23,0.0
LPAR4,lpar4,13,2,12,86.67
LPAR5,lpar5a,0,3,23,0.0
LPAR5,lpar5b,0,6,20,0.0
LPAR6,lpar6a,0,6,18,0.0
LPAR6,lpar6b,0,3,21,0.0
LTB4R,ltb4r,0,4,17,0.0
LTB4R2,ltb4r2a,0,3,24,0.0
LTB4R2,ltb4r2b,0,3,24,0.0
MC1R,mc1r,1,11,18,8.33
MC2R,mc2r,2,5,21,28.57
MC3R,mc3r,9,3,1,75.0
MC4R,mc4r,0,2,24,0.0
MC5R,mc5ra,16,0,16,100.0
MC5R,mc5rb,0,3,29,0.0
MCHR1,mchr1a,0,0,27,0.0
MCHR1,mchr1b,4,3,20,57.14
MCHR2,mchr2a,0,5,28,0.0
MCHR2,mchr2b,0,0,33,0.0
MLNR,mlnr,1,2,14,33.33
MTNR1A,mtnr1aa,17,3,2,85.0
MTNR1A,mtnr1ab,17,3,2,85.0
MTNR1A,mtnr1al,1,0,21,100.0
MTNR1B,mtnr1ba,12,2,5,85.71
MTNR1B,mtnr1bb,15,3,1,83.33
NMUR1,nmur1a,0,0,16,0.0
NPBWR2,npbwr2a,1,1,20,50.0
NPBWR2,npbwr2b,7,0,15,100.0
NPFFR1,npffr1,2,1,14,66.67
NPFFR1,npffr1l1,7,2,8,77.78
NPFFR1,npffr1l2,10,3,4,76.92
NPFFR1,npffr1l3,12,1,4,92.31
NPFFR2,npffr2a,18,2,3,90.0
NPFFR2,npffr2b,17,2,4,89.47
NPY1R,npy1r,15,2,0,88.24
NPY2R,npy2r,0,2,19,0.0
NPY2R,npy2rl,13,5,3,72.22
NPY4R,npy4r,2,1,18,66.67
NTSR1,ntsr1,1,3,24,25.0
OPN1LW,opn1lw1,18,0,12,100.0
OPN1SW,opn1sw1,1,0,27,100.0
OPN3,opn3,11,11,1,50.0
OPN4,opn4a,25,4,0,86.21
OPN4,opn4b,19,0,10,100.0
OPN5,opn5,6,2,17,75.0
OPRD1,oprd1a,2,4,17,33.33
OPRD1,oprd1b,9,3,11,75.0
OPRK1,oprk1,12,3,11,80.0
OPRL1,oprl1,0,5,28,0.0
OPRM1,oprm1,10,2,3,83.33
OXGR1,oxgr1a.1,1,4,23,20.0
OXGR1,oxgr1a.2,1,4,23,20.0
OXGR1,oxgr1a.3,2,5,21,28.57
OXGR1,oxgr1b,0,2,26,0.0
OXTR,oxtra,0,0,17,0.0
OXTR,oxtrb,0,0,17,0.0
P2RY1,p2ry1,1,5,16,16.67
P2RY10,p2ry10,0,2,18,0.0
P2RY11,p2ry11,0,2,17,0.0
P2RY12,p2ry12,1,7,17,12.5
P2RY13,p2ry13,0,2,22,0.0
P2RY2,p2ry2.1,1,2,25,33.33
P2RY2,p2ry2.2,0,4,24,0.0
P2RY2,p2ry2.3,0,3,25,0.0
P2RY8,p2ry8,0,1,20,0.0
PITPNM3,pitpnm3,0,1,6,0.0
PROKR1,prokr1a,1,4,13,20.0
PROKR1,prokr1b,0,2,16,0.0
PTAFR,ptafr,0,2,16,0.0
PTGER1,ptger1a,1,3,24,25.0
PTGER1,ptger1b,0,3,25,0.0
PTGER1,ptger1c,0,4,24,0.0
PTGER2,ptger2a,0,2,26,0.0
PTGER2,ptger2b,2,4,22,33.33
PTGER3,ptger3,1,3,23,25.0
PTGER4,ptger4a,21,2,5,91.3
PTGER4,ptger4b,1,1,26,50.0
PTGER4,ptger4c,0,5,23,0.0
PTGFR,ptgfr,6,6,14,50.0
PTGIR,ptgir,0,2,25,0.0
PTH1R,pth1r,5,3,20,62.5
PTH2R,pth2ra,0,6,18,0.0
PTH2R,pth2rb,0,6,18,0.0
QRFPR,qrfpra,1,1,21,50.0
QRFPR,qrfprb,0,0,23,0.0
RGR,rgra,1,1,23,50.0
RGR,rgrb,0,1,24,0.0
RHO,rho,27,2,3,93.1
RRH,rrh,22,0,2,100.0
RXFP1,rxfp1,16,1,8,94.12
RXFP2,rxfp2a,1,2,19,33.33
RXFP2,rxfp2b,1,6,15,14.29
RXFP3,rxfp3,0,1,24,0.0
S1PR1,s1pr1,20,2,10,90.91
S1PR2,s1pr2,0,4,26,0.0
S1PR3,s1pr3a,9,3,20,75.0
S1PR4,s1pr4,1,5,23,16.67
S1PR5,s1pr5a,6,0,26,100.0
S1PR5,s1pr5b,11,2,19,84.62
SMO,smo,24,2,1,92.31
SSTR1,sstr1a,13,2,6,86.67
SSTR2,sstr2a,1,2,19,33.33
SSTR2,sstr2b,7,3,12,70.0
SSTR3,sstr3,1,3,16,25.0
SSTR5,sstr5,13,3,5,81.25
TAAR1,taar1b,18,7,1,72.0
TACR1,tacr1a,0,0,19,0.0
TACR1,tacr1b,0,2,17,0.0
TACR2,tacr2,0,2,20,0.0
TACR3,tacr3a,0,3,17,0.0
TACR3,tacr3l,4,1,15,80.0
TBXA2R,tbxa2r,11,3,17,78.57
TRHR,trhra,0,6,23,0.0
TRHR,trhrb,1,1,27,50.0
TSHR,tshr,0,3,19,0.0
VIPR1,vipr1a,9,6,16,60.0
VIPR1,vipr1b,0,9,22,0.0
VIPR2,vipr2,2,1,6,66.67
XCR1,xcr1a.1,2,2,16,50.0
XCR1,xcr1b.1,1,3,16,25.0
XCR1,xcr1b.2,0,2,18,0.0
