human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
FZD3,fzd3a,14,0,11,100.0
FZD3,fzd3b,22,0,3,100.0
FZD4,fzd4,27,0,1,100.0
FZD5,fzd5,1,2,24,33.33
FZD6,fzd6,3,6,21,33.33
FZD7,fzd7a,12,0,11,100.0
FZD7,fzd7b,11,0,12,100.0
FZD8,fzd8a,2,4,17,33.33
FZD8,fzd8b,0,4,19,0.0
FZD9,fzd9a,5,0,18,100.0
FZD9,fzd9b,5,0,18,100.0
GABBR1,gabbr1a,1,1,22,50.0
GABBR1,gabbr1b,6,3,15,66.67
GABBR2,gabbr2,19,0,3,100.0
GALR1,galr1a,1,3,21,25.0
GALR1,galr1b,19,5,1,79.17
GALR2,galr2a,0,5,20,0.0
GALR2,galr2b,17,7,1,70.83
GCGR,gcgra,14,3,9,82.35
GCGR,gcgrb,21,4,1,84.0
GHRHR,ghrhra,16,7,2,69.57
GHRHR,ghrhrb,13,7,5,65.0
GHSR,ghsra,0,4,18,0.0
GHSR,ghsrb,1,3,18,25.0
GIPR,gipr,19,3,4,86.36
GPBAR1,gpbar1,0,3,18,0.0
GPER1,gper1,17,3,2,85.0
GPR101,gpr101,1,2,24,33.33
GPR12,gpr12,17,0,13,100.0
GPR132,gpr132a,0,4,21,0.0
GPR132,gpr132b,0,7,18,0.0
GPR135,gpr135,0,2,21,0.0
GPR139,gpr139,19,2,3,90.48
GPR142,gpr142,0,5,18,0.0
GPR146,gpr146,1,3,23,25.0
GPR151,gpr151,0,4,26,0.0
GPR153,gpr153,1,7,20,12.5
GPR156,gpr156,1,3,21,25.0
GPR158,gpr158a,21,0,7,100.0
GPR158,gpr158b,24,4,0,85.71
GPR160,gpr160,6,4,13,60.0
GPR161,gpr161b,7,4,20,63.64
GPR17,gpr17,17,11,0,60.71
GPR171,gpr171,18,7,2,72.0
GPR173,gpr173,25,2,0,92.59
GPR174,gpr174,20,4,4,83.33
GPR176,gpr176,6,1,18,85.71
GPR18,gpr18,0,4,23,0.0
GPR183,gpr183a,0,3,24,0.0
GPR183,gpr183b,0,5,22,0.0
GPR19,gpr19,16,6,0,72.73
GPR20,gpr20,2,4,22,33.33
GPR22,gpr22a,0,4,17,0.0
GPR22,gpr22b,1,0,20,100.0
GPR25,gpr25,0,4,24,0.0
GPR26,gpr26,8,4,14,66.67
GPR27,gpr27,1,1,25,50.0
GPR3,gpr3,11,6,6,64.71
GPR34,gpr34a,17,5,4,77.27
GPR34,gpr34b,14,8,4,63.64
GPR35,gpr35.1,11,6,10,64.71
GPR37,gpr37a,1,12,14,7.69
GPR37,gpr37b,1,13,13,7.14
GPR37L1,gpr37l1a,0,1,21,0.0
GPR37L1,gpr37l1b,2,5,15,28.57
GPR39,gpr39,0,4,20,0.0
GPR4,gpr4,1,6,19,14.29
GPR45,gpr45,0,2,28,0.0
GPR52,gpr52,2,0,21,100.0
GPR55,gpr55a,0,1,23,0.0
GPR6,gpr6,17,3,4,85.0
GPR61,gpr61,2,1,22,66.67
GPR63,gpr63,0,2,19,0.0
GPR65,gpr65,5,6,17,45.45
GPR75,gpr75,10,1,16,90.91
GPR78,gpr78a,4,2,21,66.67
GPR78,gpr78b,16,10,1,61.54
GPR84,gpr84,2,1,15,66.67
GPR85,gpr85,10,2,16,83.33
GPRC5B,gprc5ba,13,13,0,50.0
GPRC5B,gprc5bb,4,3,19,57.14
GPRC5C,gprc5c,13,2,11,86.67
GPRC6A,gprc6a,10,4,12,71.43
GRM1,grm1a,1,0,26,100.0
GRM1,grm1b,1,0,26,100.0
GRM2,grm2a,11,0,14,100.0
GRM2,grm2b,24,1,0,96.0
GRM3,grm3,21,2,0,91.3
GRM4,grm4,24,0,4,100.0
GRM5,grm5a,5,0,21,100.0
GRM5,grm5b,16,0,10,100.0
GRM6,grm6a,21,4,2,84.0
GRM6,grm6b,23,3,1,88.46
GRM8,grm8a,26,0,0,100.0
GRM8,grm8b,25,0,1,100.0
HCAR1,hcar1-1,16,8,3,66.67
HCAR1,hcar1-2,14,7,6,66.67
HCRTR2,hcrtr2,0,3,19,0.0
HRH1,hrh1,0,3,25,0.0
HRH2,hrh2a,0,1,25,0.0
HRH2,hrh2b,0,3,23,0.0
HRH3,hrh3,21,3,2,87.5
HTR1A,htr1aa,16,1,8,94.12
HTR1A,htr1ab,21,0,4,100.0
HTR1B,htr1b,5,3,20,62.5
HTR1D,htr1d,0,1,22,0.0
HTR1F,htr1fa,0,5,16,0.0
HTR1F,htr1fb,2,1,18,66.67
HTR2A,htr2ab,2,0,23,100.0
HTR2B,htr2b,0,4,12,0.0
HTR4,htr4,1,4,22,20.0
HTR5A,htr5aa,23,0,1,100.0
HTR5A,htr5ab,23,0,1,100.0
HTR6,htr6,1,4,22,20.0
HTR7,htr7a,0,4,18,0.0
KISS1R,kiss1ra,0,4,21,0.0
KISS1R,kiss1rb,1,5,19,16.67
LGR4,lgr4,0,1,22,0.0
LGR6,lgr6,13,7,3,65.0
LHCGR,lhcgr,16,3,1,84.21
LPAR1,lpar1,22,1,1,95.65
LPAR2,lpar2a,19,4,2,82.61
LPAR2,lpar2b,22,3,0,88.0
LPAR3,lpar3,0,4,19,0.0
LPAR4,lpar4,19,2,6,90.48
LPAR5,lpar5a,2,4,20,33.33
LPAR5,lpar5b,2,7,17,22.22
LPAR6,lpar6a,0,5,19,0.0
LPAR6,lpar6b,0,5,19,0.0
LTB4R,ltb4r,0,8,20,0.0
LTB4R2,ltb4r2a,0,5,17,0.0
LTB4R2,ltb4r2b,0,7,15,0.0
MC1R,mc1r,1,2,22,33.33
MC2R,mc2r,10,2,12,83.33
MC3R,mc3r,18,3,2,85.71
MC4R,mc4r,17,0,5,100.0
MC5R,mc5ra,13,5,5,72.22
MC5R,mc5rb,0,1,22,0.0
MCHR1,mchr1a,0,6,22,0.0
MCHR1,mchr1b,0,1,27,0.0
MCHR2,mchr2a,1,3,19,25.0
MCHR2,mchr2b,0,5,18,0.0
MLNR,mlnr,5,1,18,83.33
MTNR1A,mtnr1aa,1,2,21,33.33
MTNR1A,mtnr1ab,20,2,2,90.91
MTNR1A,mtnr1al,0,1,23,0.0
MTNR1B,mtnr1ba,18,3,4,85.71
MTNR1B,mtnr1bb,18,2,5,90.0
NMUR1,nmur1a,0,1,20,0.0
NPBWR2,npbwr2a,0,1,21,0.0
NPBWR2,npbwr2b,19,2,1,90.48
NPFFR1,npffr1,0,2,25,0.0
NPFFR1,npffr1l1,17,4,6,80.95
NPFFR1,npffr1l2,24,3,0,88.89
NPFFR1,npffr1l3,22,3,2,88.0
NPFFR2,npffr2a,3,4,21,42.86
NPFFR2,npffr2b,3,4,21,42.86
NPY1R,npy1r,0,3,19,0.0
NPY2R,npy2r,0,1,20,0.0
NPY2R,npy2rl,0,4,17,0.0
NPY4R,npy4r,0,5,19,0.0
NTSR1,ntsr1,1,6,24,14.29
OPN1LW,opn1lw1,10,3,11,76.92
OPN1SW,opn1sw1,18,5,2,78.26
OPN3,opn3,16,5,7,76.19
OPN4,opn4a,3,4,18,42.86
OPN4,opn4b,1,5,19,16.67
OPN5,opn5,24,1,3,96.0
OPRD1,oprd1a,0,7,16,0.0
OPRD1,oprd1b,0,4,19,0.0
OPRK1,oprk1,0,3,21,0.0
OPRL1,oprl1,0,3,21,0.0
OPRM1,oprm1,19,1,2,95.0
OXGR1,oxgr1a.1,0,4,23,0.0
OXGR1,oxgr1a.2,2,6,19,25.0
OXGR1,oxgr1a.3,0,5,22,0.0
OXGR1,oxgr1b,0,1,26,0.0
OXTR,oxtra,3,8,15,27.27
OXTR,oxtrb,0,3,23,0.0
P2RY1,p2ry1,19,3,3,86.36
P2RY10,p2ry10,0,6,20,0.0
P2RY11,p2ry11,0,1,24,0.0
P2RY12,p2ry12,1,5,17,16.67
P2RY13,p2ry13,1,8,16,11.11
P2RY2,p2ry2.1,0,2,23,0.0
P2RY2,p2ry2.2,19,6,0,76.0
P2RY2,p2ry2.3,19,6,0,76.0
P2RY8,p2ry8,2,3,20,40.0
PITPNM3,pitpnm3,15,4,4,78.95
PROKR1,prokr1a,0,5,18,0.0
PROKR1,prokr1b,19,3,1,86.36
PTAFR,ptafr,0,3,24,0.0
PTGER1,ptger1a,0,6,15,0.0
PTGER1,ptger1b,1,4,16,20.0
PTGER1,ptger1c,0,3,18,0.0
PTGER2,ptger2a,1,1,18,50.0
PTGER2,ptger2b,0,3,17,0.0
PTGER3,ptger3,0,4,27,0.0
PTGER4,ptger4a,5,3,12,62.5
PTGER4,ptger4b,0,4,16,0.0
PTGER4,ptger4c,0,2,18,0.0
PTGFR,ptgfr,21,1,6,95.45
PTGIR,ptgir,0,5,20,0.0
PTH1R,pth1r,22,1,2,95.65
PTH2R,pth2ra,24,2,3,92.31
PTH2R,pth2rb,25,1,3,96.15
QRFPR,qrfpra,0,5,18,0.0
QRFPR,qrfprb,0,2,21,0.0
RGR,rgra,14,12,0,53.85
RGR,rgrb,11,12,3,47.83
RHO,rho,19,1,5,95.0
RRH,rrh,20,3,0,86.96
RXFP1,rxfp1,18,2,3,90.0
RXFP2,rxfp2a,18,0,8,100.0
RXFP2,rxfp2b,17,0,9,100.0
RXFP3,rxfp3,1,5,17,16.67
S1PR1,s1pr1,6,1,19,85.71
S1PR2,s1pr2,21,0,1,100.0
S1PR3,s1pr3a,15,3,5,83.33
S1PR4,s1pr4,10,3,6,76.92
S1PR5,s1pr5a,2,0,21,100.0
S1PR5,s1pr5b,12,2,9,85.71
SMO,smo,0,4,20,0.0
SSTR1,sstr1a,0,2,21,0.0
SSTR2,sstr2a,0,3,20,0.0
SSTR2,sstr2b,20,3,0,86.96
SSTR3,sstr3,1,2,22,33.33
SSTR5,sstr5,19,6,0,76.0
TAAR1,taar1b,0,7,23,0.0
TACR1,tacr1a,0,3,25,0.0
TACR1,tacr1b,1,5,22,16.67
TACR2,tacr2,2,2,20,50.0
TACR3,tacr3a,0,5,18,0.0
TACR3,tacr3l,1,0,22,100.0
TBXA2R,tbxa2r,2,3,27,40.0
TRHR,trhra,26,3,1,89.66
TRHR,trhrb,0,4,26,0.0
TSHR,tshr,0,4,18,0.0
VIPR1,vipr1a,19,4,3,82.61
VIPR1,vipr1b,15,2,9,88.24
VIPR2,vipr2,22,1,4,95.65
XCR1,xcr1a.1,1,1,24,50.0
XCR1,xcr1b.1,8,2,16,80.0
XCR1,xcr1b.2,15,7,4,68.18
