human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
CHRM3,chrm3b,1,10,15,9.09
CHRM4,chrm4a,1,5,14,16.67
CHRM4,chrm4b,1,4,15,20.0
CHRM5,chrm5a,1,6,19,14.29
CHRM5,chrm5b,1,7,18,12.5
CMKLR1,cmklr1,1,10,12,9.09
CMKLR2,cmklr2,0,8,17,0.0
CNR1,cnr1,17,3,3,85.0
CNR2,cnr2,1,6,13,14.29
CRHR1,crhr1,21,0,8,100.0
CRHR2,crhr2,0,2,28,0.0
CXCR1,cxcr1,0,4,22,0.0
CXCR2,cxcr2,2,6,15,25.0
CXCR3,cxcr3.1,1,6,9,14.29
CXCR3,cxcr3.2,0,5,11,0.0
CXCR4,cxcr4a,1,9,15,10.0
CXCR4,cxcr4b,3,8,14,27.27
CXCR5,cxcr5,1,7,20,12.5
CYSLTR1,cysltr1,0,8,19,0.0
DRD1,drd1a,1,6,16,14.29
DRD1,drd1b,2,3,18,40.0
DRD2,drd2a,21,0,1,100.0
DRD2,drd2b,0,8,14,0.0
DRD3,drd3,0,7,15,0.0
DRD4,drd4a,0,10,21,0.0
DRD4,drd4b,1,4,26,20.0
EDNRA,ednraa,1,7,16,12.5
EDNRA,ednrab,2,10,12,16.67
EDNRB,ednrba,0,3,25,0.0
EDNRB,ednrbb,0,8,20,0.0
F2R,f2r,2,10,8,16.67
F2RL1,f2rl1.1,1,13,13,7.14
F2RL1,f2rl1.2,0,7,20,0.0
F2RL2,f2rl2,5,6,12,45.45
FPR1,fpr1,0,8,17,0.0
FSHR,fshr,2,8,18,20.0
FZD1,fzd1,11,1,12,91.67
FZD10,fzd10,1,4,18,20.0
FZD2,fzd2,21,0,2,100.0
FZD3,fzd3a,23,1,2,95.83
FZD3,fzd3b,18,1,7,94.74
FZD4,fzd4,1,6,20,14.29
FZD5,fzd5,0,6,21,0.0
FZD6,fzd6,18,3,3,85.71
FZD7,fzd7a,11,2,14,84.62
FZD7,fzd7b,0,6,21,0.0
FZD8,fzd8a,2,6,21,25.0
FZD8,fzd8b,0,4,25,0.0
FZD9,fzd9a,1,6,22,14.29
FZD9,fzd9b,22,3,4,88.0
GABBR1,gabbr1a,0,0,29,0.0
GABBR1,gabbr1b,0,7,22,0.0
GABBR2,gabbr2,2,3,16,40.0
GALR1,galr1a,14,2,10,87.5
GALR1,galr1b,14,4,8,77.78
GALR2,galr2a,0,7,17,0.0
GALR2,galr2b,0,8,16,0.0
GCGR,gcgra,14,6,6,70.0
GCGR,gcgrb,21,5,0,80.77
GHRHR,ghrhra,15,8,1,65.22
GHRHR,ghrhrb,15,6,3,71.43
GHSR,ghsra,0,10,16,0.0
GHSR,ghsrb,1,8,17,11.11
GIPR,gipr,22,3,1,88.0
GPBAR1,gpbar1,1,6,19,14.29
GPER1,gper1,0,7,15,0.0
GPR101,gpr101,1,5,12,16.67
GPR12,gpr12,0,3,18,0.0
GPR132,gpr132a,1,6,16,14.29
GPR132,gpr132b,1,7,15,12.5
GPR135,gpr135,0,8,21,0.0
GPR139,gpr139,12,2,10,85.71
GPR142,gpr142,0,6,16,0.0
GPR146,gpr146,0,9,14,0.0
GPR151,gpr151,2,8,19,20.0
GPR153,gpr153,1,8,22,11.11
GPR156,gpr156,0,9,16,0.0
GPR158,gpr158a,1,7,18,12.5
GPR158,gpr158b,0,5,21,0.0
GPR160,gpr160,2,1,22,66.67
GPR161,gpr161b,6,1,20,85.71
GPR17,gpr17,0,5,18,0.0
GPR171,gpr171,0,3,25,0.0
GPR173,gpr173,17,4,2,80.95
GPR174,gpr174,1,15,11,6.25
GPR176,gpr176,2,2,11,50.0
GPR18,gpr18,0,9,17,0.0
GPR183,gpr183a,1,6,14,14.29
GPR183,gpr183b,2,7,12,22.22
GPR19,gpr19,0,0,22,0.0
GPR20,gpr20,2,5,15,28.57
GPR22,gpr22a,0,8,18,0.0
GPR22,gpr22b,0,12,14,0.0
GPR25,gpr25,2,5,20,28.57
GPR26,gpr26,18,4,4,81.82
GPR27,gpr27,7,3,10,70.0
GPR3,gpr3,0,6,18,0.0
GPR34,gpr34a,1,6,15,14.29
GPR34,gpr34b,1,4,17,20.0
GPR35,gpr35.1,8,12,8,40.0
GPR37,gpr37a,0,8,15,0.0
GPR37,gpr37b,0,5,18,0.0
GPR37L1,gpr37l1a,0,1,25,0.0
GPR37L1,gpr37l1b,2,9,15,18.18
GPR39,gpr39,1,4,22,20.0
GPR4,gpr4,1,8,17,11.11
GPR45,gpr45,20,3,2,86.96
GPR52,gpr52,0,5,18,0.0
GPR55,gpr55a,1,7,18,12.5
GPR6,gpr6,0,7,14,0.0
GPR61,gpr61,6,4,11,60.0
GPR63,gpr63,8,1,16,88.89
GPR65,gpr65,1,6,17,14.29
GPR75,gpr75,7,6,11,53.85
GPR78,gpr78a,0,1,0,0.0
GPR78,gpr78b,0,0,1,0.0
GPR84,gpr84,0,10,14,0.0
GPR85,gpr85,2,1,19,66.67
GPRC5B,gprc5ba,1,5,15,16.67
GPRC5B,gprc5bb,3,4,14,42.86
GPRC5C,gprc5c,0,6,12,0.0
GPRC6A,gprc6a,0,10,20,0.0
GRM1,grm1a,0,4,12,0.0
GRM1,grm1b,0,4,12,0.0
GRM2,grm2a,0,3,5,0.0
GRM2,grm2b,0,3,5,0.0
GRM3,grm3,0,6,16,0.0
GRM4,grm4,1,9,13,10.0
GRM5,grm5a,0,6,10,0.0
GRM5,grm5b,0,7,9,0.0
GRM6,grm6a,1,5,19,16.67
GRM6,grm6b,1,8,16,11.11
GRM8,grm8a,1,3,21,25.0
GRM8,grm8b,0,6,19,0.0
HCAR1,hcar1-1,0,13,14,0.0
HCAR1,hcar1-2,1,9,17,10.0
HCRTR2,hcrtr2,1,4,21,20.0
HRH1,hrh1,1,3,8,25.0
HRH2,hrh2a,2,3,17,40.0
HRH2,hrh2b,0,8,14,0.0
HRH3,hrh3,3,6,17,33.33
HTR1A,htr1aa,3,5,15,37.5
HTR1A,htr1ab,1,7,15,12.5
HTR1B,htr1b,0,5,20,0.0
HTR1D,htr1d,2,3,20,40.0
HTR1F,htr1fa,3,8,14,27.27
HTR1F,htr1fb,19,2,4,90.48
HTR2A,htr2ab,0,9,17,0.0
HTR2B,htr2b,3,4,12,42.86
HTR4,htr4,12,1,11,92.31
HTR5A,htr5aa,6,6,11,50.0
HTR5A,htr5ab,4,5,14,44.44
HTR6,htr6,15,0,11,100.0
HTR7,htr7a,8,3,15,72.73
KISS1R,kiss1ra,1,14,17,6.67
KISS1R,kiss1rb,0,12,20,0.0
LGR4,lgr4,0,13,9,0.0
LGR6,lgr6,0,8,15,0.0
LHCGR,lhcgr,1,11,13,8.33
LPAR1,lpar1,0,11,13,0.0
LPAR2,lpar2a,2,5,17,28.57
LPAR2,lpar2b,1,5,18,16.67
LPAR3,lpar3,1,4,14,20.0
LPAR4,lpar4,19,2,5,90.48
LPAR5,lpar5a,0,9,23,0.0
LPAR5,lpar5b,1,2,29,33.33
LPAR6,lpar6a,2,6,20,25.0
LPAR6,lpar6b,2,7,19,22.22
LTB4R,ltb4r,1,5,21,16.67
LTB4R2,ltb4r2a,2,8,10,20.0
LTB4R2,ltb4r2b,1,8,11,11.11
MC1R,mc1r,2,5,14,28.57
MC2R,mc2r,2,6,16,25.0
MC3R,mc3r,0,6,18,0.0
MC4R,mc4r,1,8,13,11.11
MC5R,mc5ra,1,1,20,50.0
MC5R,mc5rb,0,4,18,0.0
MCHR1,mchr1a,2,13,11,13.33
MCHR1,mchr1b,15,6,5,71.43
MCHR2,mchr2a,3,9,10,25.0
MCHR2,mchr2b,1,4,17,20.0
MLNR,mlnr,2,7,13,22.22
MTNR1A,mtnr1aa,20,4,2,83.33
MTNR1A,mtnr1ab,17,3,6,85.0
MTNR1A,mtnr1al,0,0,26,0.0
MTNR1B,mtnr1ba,3,6,19,33.33
MTNR1B,mtnr1bb,3,8,17,27.27
NMUR1,nmur1a,2,1,6,66.67
NPBWR2,npbwr2a,13,2,10,86.67
NPBWR2,npbwr2b,7,1,17,87.5
NPFFR1,npffr1,2,5,18,28.57
NPFFR1,npffr1l1,6,6,13,50.0
NPFFR1,npffr1l2,1,7,17,12.5
NPFFR1,npffr1l3,10,4,11,71.43
NPFFR2,npffr2a,0,9,16,0.0
NPFFR2,npffr2b,0,8,17,0.0
NPY1R,npy1r,3,9,15,25.0
NPY2R,npy2r,0,5,21,0.0
NPY2R,npy2rl,12,4,10,75.0
NPY4R,npy4r,0,5,20,0.0
NTSR1,ntsr1,2,7,19,22.22
OPN1LW,opn1lw1,13,2,8,86.67
OPN1SW,opn1sw1,3,10,13,23.08
OPN3,opn3,1,15,12,6.25
OPN4,opn4a,2,7,16,22.22
OPN4,opn4b,1,10,14,9.09
OPN5,opn5,3,1,19,75.0
OPRD1,oprd1a,1,13,16,7.14
OPRD1,oprd1b,1,12,17,7.69
OPRK1,oprk1,3,5,15,37.5
OPRL1,oprl1,5,2,18,71.43
OPRM1,oprm1,17,2,10,89.47
OXGR1,oxgr1a.1,1,6,18,14.29
OXGR1,oxgr1a.2,0,6,19,0.0
OXGR1,oxgr1a.3,0,9,16,0.0
OXGR1,oxgr1b,0,6,19,0.0
OXTR,oxtra,5,4,18,55.56
OXTR,oxtrb,0,9,18,0.0
P2RY1,p2ry1,1,8,18,11.11
P2RY10,p2ry10,5,11,12,31.25
P2RY11,p2ry11,1,4,7,20.0
P2RY12,p2ry12,2,6,12,25.0
P2RY13,p2ry13,0,10,8,0.0
P2RY2,p2ry2.1,0,11,15,0.0
P2RY2,p2ry2.2,0,9,17,0.0
P2RY2,p2ry2.3,1,10,15,9.09
P2RY8,p2ry8,1,9,15,10.0
PITPNM3,pitpnm3,1,4,18,20.0
PROKR1,prokr1a,9,4,10,69.23
PROKR1,prokr1b,16,3,4,84.21
PTAFR,ptafr,1,5,18,16.67
PTGER1,ptger1a,0,0,0,0.0
PTGER1,ptger1b,0,0,0,0.0
PTGER1,ptger1c,0,0,0,0.0
PTGER2,ptger2a,0,6,12,0.0
PTGER2,ptger2b,1,4,13,20.0
PTGER3,ptger3,0,7,21,0.0
PTGER4,ptger4a,0,6,12,0.0
PTGER4,ptger4b,0,0,18,0.0
PTGER4,ptger4c,1,5,12,16.67
PTGFR,ptgfr,0,8,15,0.0
PTGIR,ptgir,0,4,8,0.0
PTH1R,pth1r,24,1,0,96.0
PTH2R,pth2ra,20,1,6,95.24
PTH2R,pth2rb,20,1,6,95.24
QRFPR,qrfpra,2,4,18,33.33
QRFPR,qrfprb,1,9,14,10.0
RGR,rgra,0,6,17,0.0
RGR,rgrb,2,8,13,20.0
RHO,rho,1,5,16,16.67
RRH,rrh,1,5,18,16.67
RXFP1,rxfp1,2,5,15,28.57
RXFP2,rxfp2a,0,9,14,0.0
RXFP2,rxfp2b,0,9,14,0.0
RXFP3,rxfp3,3,8,13,27.27
S1PR1,s1pr1,0,8,17,0.0
S1PR2,s1pr2,0,0,2,0.0
S1PR3,s1pr3a,0,7,18,0.0
S1PR4,s1pr4,1,10,12,9.09
S1PR5,s1pr5a,2,4,21,33.33
S1PR5,s1pr5b,3,7,17,30.0
SMO,smo,0,5,26,0.0
SSTR1,sstr1a,2,11,13,15.38
SSTR2,sstr2a,20,2,2,90.91
SSTR2,sstr2b,18,3,3,85.71
SSTR3,sstr3,8,1,17,88.89
SSTR5,sstr5,14,4,8,77.78
TAAR1,taar1b,1,9,16,10.0
TACR1,tacr1a,1,7,14,12.5
TACR1,tacr1b,0,10,12,0.0
TACR2,tacr2,2,6,15,25.0
TACR3,tacr3a,1,5,16,16.67
TACR3,tacr3l,2,5,15,28.57
TBXA2R,tbxa2r,8,12,9,40.0
TRHR,trhra,4,7,14,36.36
TRHR,trhrb,0,9,16,0.0
TSHR,tshr,1,4,19,20.0
VIPR1,vipr1a,20,4,2,83.33
VIPR1,vipr1b,17,3,6,85.0
VIPR2,vipr2,22,1,2,95.65
XCR1,xcr1a.1,0,5,20,0.0
XCR1,xcr1b.1,0,6,19,0.0
XCR1,xcr1b.2,1,8,16,11.11
