human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
GRM8,grm8b,0,8,21,0.0
HCAR1,hcar1-1,11,3,7,78.57
HCAR1,hcar1-2,12,3,6,80.0
HCRTR2,hcrtr2,18,3,1,85.71
HRH1,hrh1,0,8,8,0.0
HRH2,hrh2a,15,4,3,78.95
HRH2,hrh2b,13,7,2,65.0
HRH3,hrh3,21,1,1,95.45
HTR1A,htr1aa,19,0,0,100.0
HTR1A,htr1ab,17,2,0,89.47
HTR1B,htr1b,17,3,0,85.0
HTR1D,htr1d,18,2,2,90.0
HTR1F,htr1fa,18,1,1,94.74
HTR1F,htr1fb,16,4,0,80.0
HTR2A,htr2ab,18,2,0,90.0
HTR2B,htr2b,17,2,2,89.47
HTR4,htr4,20,0,0,100.0
HTR5A,htr5aa,20,0,0,100.0
HTR5A,htr5ab,19,1,0,95.0
HTR6,htr6,19,1,0,95.0
HTR7,htr7a,21,0,0,100.0
KISS1R,kiss1ra,15,5,3,75.0
KISS1R,kiss1rb,15,4,4,78.95
LGR4,lgr4,18,1,5,94.74
LGR6,lgr6,12,6,7,66.67
LHCGR,lhcgr,12,4,4,75.0
LPAR1,lpar1,17,0,1,100.0
LPAR2,lpar2a,11,7,1,61.11
LPAR2,lpar2b,14,4,1,77.78
LPAR3,lpar3,20,3,1,86.96
LPAR4,lpar4,17,2,2,89.47
LPAR5,lpar5a,8,11,3,42.11
LPAR5,lpar5b,7,8,7,46.67
LPAR6,lpar6a,19,0,2,100.0
LPAR6,lpar6b,17,2,2,89.47
LTB4R,ltb4r,16,5,0,76.19
LTB4R2,ltb4r2a,15,9,0,62.5
LTB4R2,ltb4r2b,14,10,0,58.33
MC1R,mc1r,12,3,3,80.0
MC2R,mc2r,7,4,7,63.64
MC3R,mc3r,21,1,0,95.45
MC4R,mc4r,16,3,2,84.21
MC5R,mc5ra,18,0,1,100.0
MC5R,mc5rb,17,1,1,94.44
MCHR1,mchr1a,14,4,3,77.78
MCHR1,mchr1b,14,7,0,66.67
MCHR2,mchr2a,15,4,1,78.95
MCHR2,mchr2b,3,1,16,75.0
MLNR,mlnr,12,5,2,70.59
MTNR1A,mtnr1aa,21,3,0,87.5
MTNR1A,mtnr1ab,22,2,0,91.67
MTNR1A,mtnr1al,9,3,12,75.0
MTNR1B,mtnr1ba,19,5,0,79.17
MTNR1B,mtnr1bb,19,5,0,79.17
NMUR1,nmur1a,14,2,2,87.5
NPBWR2,npbwr2a,5,10,5,33.33
NPBWR2,npbwr2b,17,1,2,94.44
NPFFR1,npffr1,13,1,4,92.86
NPFFR1,npffr1l1,16,2,0,88.89
NPFFR1,npffr1l2,15,1,2,93.75
NPFFR1,npffr1l3,15,1,2,93.75
NPFFR2,npffr2a,16,1,1,94.12
NPFFR2,npffr2b,16,1,1,94.12
NPY1R,npy1r,15,3,0,83.33
NPY2R,npy2r,17,3,0,85.0
NPY2R,npy2rl,17,3,0,85.0
NPY4R,npy4r,13,4,5,76.47
NTSR1,ntsr1,18,4,0,81.82
OPN1LW,opn1lw1,26,0,1,100.0
OPN1SW,opn1sw1,19,8,1,70.37
OPN3,opn3,18,7,0,72.0
OPN4,opn4a,2,12,10,14.29
OPN4,opn4b,21,0,3,100.0
OPN5,opn5,19,1,2,95.0
OPRD1,oprd1a,13,4,4,76.47
OPRD1,oprd1b,14,3,4,82.35
OPRK1,oprk1,12,3,2,80.0
OPRL1,oprl1,11,4,1,73.33
OPRM1,oprm1,16,1,1,94.12
OXGR1,oxgr1a.1,18,5,3,78.26
OXGR1,oxgr1a.2,16,7,3,69.57
OXGR1,oxgr1a.3,16,7,3,69.57
OXGR1,oxgr1b,6,6,14,50.0
OXTR,oxtra,18,2,1,90.0
OXTR,oxtrb,19,1,1,95.0
P2RY1,p2ry1,24,0,1,100.0
P2RY10,p2ry10,16,1,4,94.12
P2RY11,p2ry11,11,6,1,64.71
P2RY12,p2ry12,18,1,2,94.74
P2RY13,p2ry13,16,3,4,84.21
P2RY2,p2ry2.1,23,3,3,88.46
P2RY2,p2ry2.2,21,3,5,87.5
P2RY2,p2ry2.3,23,3,3,88.46
P2RY8,p2ry8,19,1,3,95.0
PITPNM3,pitpnm3,0,0,8,0.0
PROKR1,prokr1a,14,3,3,82.35
PROKR1,prokr1b,15,3,2,83.33
PTAFR,ptafr,15,2,4,88.24
PTGER1,ptger1a,11,6,7,64.71
PTGER1,ptger1b,17,4,3,80.95
PTGER1,ptger1c,13,9,2,59.09
PTGER2,ptger2a,7,12,2,36.84
PTGER2,ptger2b,9,9,3,50.0
PTGER3,ptger3,18,2,5,90.0
PTGER4,ptger4a,17,4,0,80.95
PTGER4,ptger4b,18,1,2,94.74
PTGER4,ptger4c,12,8,1,60.0
PTGFR,ptgfr,13,7,2,65.0
PTGIR,ptgir,15,4,2,78.95
PTH1R,pth1r,0,9,15,0.0
PTH2R,pth2ra,0,3,14,0.0
PTH2R,pth2rb,10,0,7,100.0
QRFPR,qrfpra,11,4,5,73.33
QRFPR,qrfprb,16,3,1,84.21
RGR,rgra,0,12,11,0.0
RGR,rgrb,4,8,11,33.33
RHO,rho,25,1,1,96.15
RRH,rrh,19,0,1,100.0
RXFP1,rxfp1,21,3,0,87.5
RXFP2,rxfp2a,17,4,3,80.95
RXFP2,rxfp2b,17,4,3,80.95
RXFP3,rxfp3,19,2,0,90.48
S1PR1,s1pr1,18,0,3,100.0
S1PR2,s1pr2,15,3,1,83.33
S1PR3,s1pr3a,15,2,2,88.24
S1PR4,s1pr4,15,1,4,93.75
S1PR5,s1pr5a,18,1,3,94.74
S1PR5,s1pr5b,17,4,1,80.95
SMO,smo,2,6,13,25.0
SSTR1,sstr1a,17,1,4,94.44
SSTR2,sstr2a,15,4,5,78.95
SSTR2,sstr2b,14,2,8,87.5
SSTR3,sstr3,16,4,1,80.0
SSTR5,sstr5,16,6,3,72.73
TAAR1,taar1b,18,5,2,78.26
TACR1,tacr1a,17,3,1,85.0
TACR1,tacr1b,18,3,0,85.71
TACR2,tacr2,18,0,1,100.0
TACR3,tacr3a,14,5,2,73.68
TACR3,tacr3l,14,5,2,73.68
TBXA2R,tbxa2r,20,1,2,95.24
TRHR,trhra,19,0,1,100.0
TRHR,trhrb,18,1,1,94.74
TSHR,tshr,17,1,1,94.44
VIPR1,vipr1a,0,12,7,0.0
VIPR1,vipr1b,0,9,10,0.0
VIPR2,vipr2,1,7,8,12.5
XCR1,xcr1a.1,10,9,2,52.63
XCR1,xcr1b.1,8,13,0,38.1
XCR1,xcr1b.2,8,9,4,47.06
